gene_name,vector_idx
RP11-574F21.3,356
SLAMF6,357
CD84,358
SLAMF1,359
RP11-404F10.2,360
CD48,361
LY9,362
CD244,363
ITLN1,364
RP11-312J18.6,365
ITLN2,366
ARHGAP30,367
PVRL4,368
RP11-544M22.8,369
KLHDC9,370
NIT1,371
ADAMTS4,372
FCER1G,373
CFAP126,374
FCGR2A,375
HSPA6,376
FCGR3A,377
FCGR2B,378
FCRLA,379
NOS1AP,380
RP11-565P22.2,381
CCDC190,382
PBX1,383
RP11-506O24.1,384
RP11-276E17.2,385
MAEL,386
CREG1,387
RCSD1,388
MPZL1,389
MPC2,390
XCL1,391
RP1-10C16.1,392
LINC00626,393
ATP1B1,394
FMO1,395
TNFSF4,396
RP11-160H22.3,397
RABGAP1L,398
GPR52,399
CACYBP,400
RP11-195C7.1,401
ANGPTL1,402
TOR3A,403
ABL2,404
RP11-12M5.3,405
TOR1AIP2,406
QSOX1,407
MR1,408
IER5,409
CACNA1E,410
RGSL1,411
RNASEL,412
RGS16,413
RGS8,414
NCF2,415
ARPC5,416
RGL1,417
COLGALT2,418
FAM129A,419
GS1-279B7.1,420
PDC,421
GS1-304P7.3,422
RGS18,423
RP5-1011O1.2,424
RGS1,425
RGS2,426
LINC01032,427
RP11-563D10.1,428
RP11-476B1.1,429
KCNT2,430
CFH,431
CFHR3,432
CFHR5,433
F13B,434
ASPM,435
CRB1,436
PTPRC,437
LINC00862,438
KIF14,439
CACNA1S,440
ASCL5,441
TNNT2,442
TNNI1,443
PHLDA3,444
LMOD1,445
RP11-465N4.4,446
ELF3,447
PTPN7,448
KDM5B,449
RP11-480I12.10,450
PPFIA4,451
MYOG,452
CHIT1,453
LINC01353,454
BTG2,455
FMOD,456
ATP2B4,457
LAX1,458
ZBED6,459
RP11-74C13.4,460
REN,461
KISS1,462
GOLT1A,463
RP11-739N20.2,464
MDM4,465
RP11-430C7.4,466
RP11-430C7.5,467
NFASC,468
CNTN2,469
LEMD1,470
CDK18,471
SLC45A3,472
NUCKS1,473
RAB7B,474
CTSE,475
C1orf186,476
RP11-38J22.3,477
RP11-534L20.5,478
MAPKAPK2,479
IL19,480
IL20,481
IL24,482
FCMR,483
CD55,484
CR1,485
RP11-78B10.2,486
CD46,487
C1orf132,488
PLXNA2,489
TRAF3IP3,490
KCNH1,491
LINC00467,492
RP11-552D8.1,493
RP11-15I11.3,494
NENF,495
ATF3,496
RP11-338C15.3,497
BATF3,498
VASH2,499
PROX1,500
PTPN14,501
CENPF,502
LYPLAL1-AS1,503
MARC2,504
MARC1,505
RP11-295M18.6,506
LINC01352,507
HLX,508
C1orf140,509
TAF1A,510
FAM177B,511
RP11-285F7.2,512
LEFTY1,513
LEFTY2,514
MIXL1,515
ITPKB,516
ITPKB-AS1,517
PRSS38,518
WNT9A,519
RP11-245P10.6,520
RP4-803J11.2,521
PGBD5,522
CAPN9,523
FAM89A,524
TRIM67,525
KIAA1804,526
SLC35F3,527
IRF2BP2,528
RP4-781K5.4,529
RP4-781K5.6,530
RP11-443B7.2,531
LINC01348,532
ARID4B,533
ERO1B,534
LINC01139,535
RP11-544D21.2,536
KMO,537
SDCCAG8,538
AKT3,539
ZBTB18,540
SMYD3,541
RP11-83A16.1,542
RP11-634B7.4,543
OR2L13,544
OR2L2,545
OR2T4,546
AC092159.2,547
RP13-539J13.1,548
AC142528.1,549
ALLC,550
LINC01249,551
LINC00487,552
RSAD2,553
AC011747.6,554
ID2-AS1,555
ID2,556
MBOAT2,557
ASAP2,558
IAH1,559
ADAM17,560
RP11-521D12.1,561
GRHL1,562
RRM2,563
ODC1,564
RN7SL832P,565
MIR3681HG,566
MYCNUT,567
FAM49A,568
LINC01376,569
FAM228B,570
DRC1,571
OTOF,572
KCNK3,573
CENPA,574
MAPRE3,575
AGBL5-AS1,576
ABHD1,577
TCF23,578
DNAJC5G,579
KRTCAP3,580
FOSL2,581
RP11-373D23.3,582
PLB1,583
PPP1CB,584
WDR43,585
AC016907.3,586
YPEL5,587
LBH,588
XDH,589
NLRC4,590
RASGRP3,591
AC020594.5,592
LINC01320,593
CRIM1,594
QPCT,595
CDC42EP3,596
RMDN2-AS1,597
CYP1B1,598
CYP1B1-AS1,599
ARHGEF33,600
MAP4K3,601
AC007246.3,602
TMEM178A,603
SLC8A1,604
AC104654.2,605
C2orf91,606
PKDCC,607
OXER1,608
HAAO,609
AC016735.2,610
AC093609.1,611
ZFP36L2,612
PLEKHH2,613
SLC3A1,614
SIX3-AS1,615
AC012354.6,616
EPAS1,617
TMEM247,618
RP11-333I13.1,619
LINC01118,620
RP11-761B3.1,621
CALM2,622
BCYRN1,623
AC079807.4,624
RP11-443F4.1,625
RP11-477N3.1,626
AC092839.4,627
EML6,628
RTN4,629
RP11-481J13.1,630
AC007131.1,631
RP11-355B11.2,632
AC092155.4,633
AC009501.4,634
UGP2,635
AC074289.1,636
LGALSL,637
RP11-568N6.1,638
AC007880.1,639
MEIS1,640
MEIS1-AS2,641
AC007392.3,642
AC078941.1,643
PLEK,644
ARHGAP25,645
BMP10,646
GKN2,647
AAK1,648
AC092431.3,649
MXD1,650
ATP6V1B1,651
NAGK,652
RP11-467P9.1,653
C2orf78,654
AC073046.25,655
DQX1,656
M1AP,657
HK2,658
RP11-355F16.1,659
EVA1A,660
LRRTM4,661
CTNNA2,662
TMSB10,663
CAPG,664
VAMP8,665
VAMP5,666
ST3GAL5,667
ST3GAL5-AS1,668
RP11-548P2.2,669
REEP1,670
RP11-1399P15.1,671
KRCC1,672
IGKC,673
AC092835.2,674
ADRA2B,675
CNNM4,676
RP11-353K11.1,677
FAM178B,678
VWA3B,679
KIAA1211L,680
LYG2,681
AC092667.2,682
RFX8,683
LINC01127,684
IL1R2,685
AC108051.3,686
AC010884.1,687
AC018878.3,688
AC108868.6,689
ST6GAL2,690
SULT1C2,691
SULT1C4,692
LIMS1,693
RP11-506F3.1,694
RGPD5,695
LIMS3,696
NPHP1,697
RP11-1223D19.1,698
BCL2L11,699
AC017002.4,700
ZC3H6,701
RGPD8,702
AC012442.6,703
SLC20A1,704
IL1B,705
IL1RN,706
AC016745.3,707
RP11-480C16.1,708
AC017074.2,709
AC024704.2,710
AC104653.1,711
RP11-77A13.1,712
STEAP3-AS1,713
DBI,714
SCTR,715
GLI2,716
RP11-204L24.2,717
AC018737.3,718
GYPC,719
CYP27C1,720
PROC,721
RP11-286H15.1,722
CCDC74B,723
AMER3,724
GPR39,725
AC011893.3,726
CXCR4,727
THSD7B,728
HNMT,729
KYNU,730
ZEB2,731
TEX41,732
KIF5C,733
AC144449.1,734
TNFAIP6,735
NEB,736
KCNJ3,737
AC093375.1,738
NR4A2,739
ERMN,740
CYTIP,741
RP11-1152H14.1,742
CCDC148,743
BAZ2B,744
AC009506.1,745
GCA,746
KCNH7,747
GALNT3,748
SCN9A,749
AC016723.4,750
SPC25,751
ABCB11,752
DHRS9,753
AC007556.3,754
CCDC173,755
AC012594.1,756
AC007277.3,757
LINC01124,758
GAD1,759
CYBRD1,760
DLX2,761
AC078883.3,762
AC106900.6,763
RP11-394I13.2,764
LINC01305,765
WIPF1,766
HOXD1,767
NFE2L2,768
AC073834.3,769
PDE11A,770
AC012499.1,771
RP11-171I2.5,772
CCDC141,773
ITGA4,774
NEUROD1,775
FRZB,776
FSIP2,777
FSIP2-AS1,778
LINC01473,779
FAM171B,780
TFPI,781
SLC40A1,782
AC005540.3,783
STAT4,784
MYO1B,785
NABP1,786
AC010983.1,787
AC064834.2,788
RP11-347P5.1,789
HECW2,790
AC020571.3,791
C2orf66,792
ANKRD44,793
AC010746.3,794
HSPD1,795
HSPE1-MOB4,796
PLCL1,797
SGOL2,798
RP11-13J8.1,799
CFLAR,800
CFLAR-AS1,801
ALS2CR12,802
ALS2CR11,803
CDK15,804
RP11-107N15.1,805
FZD7,806
KIAA2012,807
AC079354.3,808
RP11-686O6.1,809
CARF,810
CD28,811
ZDBF2,812
RP11-95H11.1,813
CPO,814
KLF7,815
AC007879.2,816
AC079767.4,817
PTH2R,818
UNC80,819
AC007038.7,820
IKZF2,821
SPAG16,822
FN1,823
TMEM169,824
AC098820.4,825
IGFBP2,826
IGFBP5,827
TNP1,828
RP11-574O16.1,829
TNS1,830
CXCR2,831
GPBAR1,832
VIL1,833
RQCD1,834
WNT6,835
WNT10A,836
CDK5R2,837
FEV,838
CRYBA2,839
DNAJB2,840
AC114803.3,841
GMPPA,842
ASIC4,843
SLC4A3,844
SGPP2,845
KCNE4,846
NYAP2,847
AC009410.1,848
AC098823.3,849
AC012507.3,850
NCL,851
PTMA,852
CHRNG,853
KCNJ13,854
SPP2,855
IQCA1-AS1,856
AC105760.3,857
COL6A3,858
AC104667.3,859
RAMP1,860
KLHL30,861
AC017028.10,862
GPC1,863
GPR35,864
AQP12B,865
AC011298.2,866
AGXT,867
IL5RA,868
AC026188.1,869
ITPR1-AS1,870
ITPR1,871
EGOT,872
AC018816.3,873
BHLHE40,874
AC026202.3,875
RP11-572B2.1,876
GRM7,877
LMCD1,878
SRGAP3,879
THUMPD3-AS1,880
RP11-266J6.2,881
CRELD1,882
AC022007.5,883
FANCD2OS,884
GHRL,885
SLC6A11,886
TIMP4,887
PPARG,888
FBLN2,889
LINC00620,890
LINC01267,891
GRIP2,892
FGD5,893
EAF1-AS1,894
COLQ,895
ANKRD28,896
UBE2E2-AS1,897
LINC00691,898
RARB,899
NEK10,900
AC098973.2,901
RBMS3,902
TGFBR2,903
OSBPL10,904
CMTM6,905
CCR4,906
AC123023.1,907
ARPP21,908
DCLK3,909
RP11-640L9.1,910
TRANK1,911
RP11-285J16.1,912
RP11-259K5.1,913
ACAA1,914
SLC22A13,915
SCN11A,916
CSRNP1,917
XIRP1,918
MOBP,919
EIF1B,920
ZNF620,921
CTNNB1,922
LYZL4,923
RP4-613B23.5,924
RP11-70C1.1,925
SNRK-AS1,926
LINC00694,927
CLEC3B,928
CDCP1,929
TMEM158,930
SLC6A20,931
CCR9,932
CCR1,933
RP11-24F11.2,934
CCRL2,935
ALS2CL,936
PTH1R,937
RP11-708J19.1,938
CAMP,939
UCN2,940
ARIH2OS,941
RP13-131K19.1,942
RP13-131K19.6,943
BSN-AS2,944
CDHR4,945
UBA7,946
CTD-2330K9.3,947
RBM5-AS1,948
SEMA3F-AS1,949
SEMA3F,950
GNAI2,951
U73166.2,952
SEMA3B,953
HYAL3,954
HEMK1,955
CISH,956
MANF,957
IQCF2,958
ALAS1,959
ITIH4,960
RP11-894J14.5,961
TKT,962
CACNA1D,963
SPATA12,964
HESX1,965
DNASE1L3,966
RP11-80H18.4,967
PXK,968
RP11-802O23.3,969
FAM107A,970
C3orf49,971
RP11-245J9.4,972
ARL6IP5,973
LMOD3,974
FRMD4B,975
RP11-154H23.3,976
LINC00877,977
FRG2C,978
ROBO1,979
CADM2,980
PROS1,981
ST3GAL6,982
COL8A1,983
FILIP1L,984
ABI3BP,985
IMPG2,986
NXPE3,987
NFKBIZ,988
ALCAM,989
CBLB,990
RP11-446H18.5,991
RP11-115H18.1,992
LINC00635,993
CD47,994
MYH15,995
LINC01205,996
RP11-553A10.1,997
RP11-90K6.1,998
RP11-231E6.1,999
BTLA,1000
CCDC80,1001
CD200R1L,1002
RP11-255E6.6,1003
RP11-553L6.2,1004
RP11-553L6.5,1005
ZBTB20,1006
ZBTB20-AS4,1007
LSAMP,1008
LSAMP-AS1,1009
RP11-384F7.1,1010
PLA1A,1011
POPDC2,1012
COX17,1013
RP11-174O3.6,1014
FSTL1,1015
ARGFX,1016
HCLS1,1017
SLC15A2,1018
CD86,1019
CSTA,1020
MYLK,1021
SLC12A8,1022
RP11-666A20.4,1023
ALDH1L1,1024
UROC1,1025
TPRA1,1026
ABTB1,1027
MGLL,1028
GATA2,1029
H1FX,1030
EFCAB12,1031
MBD4,1032
COL6A5,1033
ACPP,1034
BFSP2,1035
BFSP2-AS1,1036
RP11-91K8.5,1037
TF,1038
SLCO2A1,1039
RP11-202A13.1,1040
EPHB1,1041
RP11-102M11.2,1042
RP11-731C17.2,1043
CLDN18,1044
RP11-461M2.2,1045
FOXL2,1046
C3orf72,1047
RBP2,1048
CLSTN2,1049
ZBTB38,1050
GRK7,1051
RP11-80H8.3,1052
ZIC4,1053
RP11-501O2.5,1054
CP,1055
TM4SF1,1056
TM4SF1-AS1,1057
ANKUB1,1058
PFN2,1059
RP11-167H9.4,1060
LINC01213,1061
P2RY14,1062
SUCNR1,1063
RP11-246A10.1,1064
TMEM14EP,1065
RP11-292E2.1,1066
ARHGEF26,1067
MME,1068
KCNAB1,1069
LINC00886,1070
RP11-6F2.5,1071
CCNL1,1072
PTX3,1073
RP11-290K4.2,1074
RP11-538P18.2,1075
RP11-379F4.9,1076
SMC4,1077
LINC01322,1078
WDR49,1079
GOLIM4,1080
RP11-816J6.3,1081
RP11-362K14.5,1082
RP11-362K14.7,1083
SAMD7,1084
SEC62-AS1,1085
SKIL,1086
RPL22L1,1087
PLD1,1088
FNDC3B,1089
TNFSF10,1090
LINC00578,1091
ZMAT3,1092
KLHL6-AS1,1093
KLHL24,1094
HTR3E-AS1,1095
FAM131A,1096
RP11-329B9.4,1097
MAP3K13,1098
LIPH,1099
DGKG,1100
RP11-573D15.9,1101
EIF4A2,1102
MASP1,1103
RTP4,1104
BCL6,1105
OPA1-AS1,1106
HES1,1107
RP11-513G11.3,1108
CPN2,1109
LRRC15,1110
FAM43A,1111
AC090505.4,1112
ACAP2,1113
AC091633.3,1114
APOD,1115
MUC20,1116
MUC4,1117
AC124944.5,1118
AC124944.3,1119
TFRC,1120
RNF168,1121
LINC01063,1122
NCBP2-AS1,1123
BDH1,1124
AC024560.2,1125
PDE6B,1126
RP11-1191J2.5,1127
RP11-440L14.4,1128
IDUA,1129
CTBP1-AS,1130
RP13-1016M1.2,1131
RP11-1398P2.1,1132
FGFR3,1133
C4orf48,1134
POLN,1135
DOK7,1136
LRPAP1,1137
RP11-529E10.7,1138
RP11-265O12.1,1139
MSX1,1140
CYTL1,1141
EVC,1142
PPP2R2C,1143
RP11-539L10.2,1144
S100P,1145
RP11-367J11.3,1146
PSAPL1,1147
ABLIM2,1148
SH3TC1,1149
RP11-774O3.1,1150
RP11-774O3.3,1151
RP11-689P11.2,1152
CPZ,1153
CLNK,1154
RP11-168E17.1,1155
LINC00504,1156
CPEB2-AS1,1157
RP11-665G4.1,1158
RP11-799M12.2,1159
FGFBP1,1160
FGFBP2,1161
TAPT1-AS1,1162
RP11-446J8.1,1163
FAM184B,1164
SLIT2,1165
KCNIP4,1166
RP11-362J17.1,1167
ERVH-1,1168
SOD3,1169
CCDC149,1170
LGI2,1171
RP11-660M5.1,1172
STIM2,1173
ARAP2,1174
C4orf19,1175
RP11-83C7.1,1176
TLR1,1177
TMEM156,1178
KLB,1179
SMIM14,1180
RHOH,1181
AC195454.1,1182
CHRNA9,1183
ATP8A1,1184
RP11-109E24.2,1185
LVCAT1,1186
GABRA2,1187
ATP10D,1188
LINC01618,1189
RP11-752D24.2,1190
LNX1,1191
PDGFRA,1192
RP11-545H22.1,1193
KIT,1194
RP11-646I6.6,1195
IGFBP7,1196
RP11-525J21.1,1197
RP11-798L4.1,1198
RP11-707A18.1,1199
RP11-25H12.1,1200
STAP1,1201
TMPRSS11A,1202
TMPRSS11F,1203
TMPRSS11B,1204
UGT2B11,1205
RP11-704M14.1,1206
AMBN,1207
ENAM,1208
JCHAIN,1209
SLC4A4,1210
CXCL8,1211
AREG,1212
RP11-44F21.5,1213
RP11-567N4.3,1214
C4orf26,1215
RP11-556N4.1,1216
CXCL10,1217
CCNG2,1218
ANXA3,1219
LINC01094,1220
BMP2K,1221
RP11-452C8.1,1222
ANTXR2,1223
C4orf22,1224
TMEM150C,1225
PLAC8,1226
HPSE,1227
GPAT3,1228
NKX6-1,1229
RP13-514E23.2,1230
PTPN13,1231
SLC10A6,1232
HSD17B11,1233
SPARCL1,1234
DSPP,1235
ABCG2,1236
HERC6,1237
HERC5,1238
SNCA,1239
HPGDS,1240
RP11-1299A16.3,1241
ADH6,1242
ADH1B,1243
DAPP1,1244
PPP3CA,1245
MANBA,1246
CENPE,1247
CXXC4,1248
RP11-556I14.2,1249
RP11-556I14.1,1250
NPNT,1251
AC004051.2,1252
ENPEP,1253
ALPK1,1254
ANK2,1255
CAMK2D,1256
RP11-55L3.1,1257
LINC01378,1258
SEC24D,1259
SYNPO2,1260
MYOZ2,1261
USP53,1262
FABP2,1263
RP11-679C8.2,1264
TNIP3,1265
ANXA5,1266
CCNA2,1267
KIAA1109,1268
IL21-AS1,1269
BBS12,1270
RP11-381N20.1,1271
LINC01091,1272
FAT4,1273
RP11-810P8.1,1274
PLK4,1275
RP11-130C6.1,1276
RP11-184M15.1,1277
JADE1,1278
PCDH10,1279
SLC7A11,1280
LINC00500,1281
RP11-173E2.2,1282
RP11-98O2.1,1283
MGARP,1284
RP11-83A24.2,1285
RP11-308D13.3,1286
GYPE,1287
GYPB,1288
GYPA,1289
RP11-425A23.1,1290
RP11-342A1.1,1291
RP11-1336O20.2,1292
MAB21L2,1293
RPS3A,1294
RP11-610P16.1,1295
RP11-18H21.1,1296
RP11-461L13.5,1297
TMEM154,1298
TRIM2,1299
RNF175,1300
CTSO,1301
GLRB,1302
RP11-597D13.9,1303
FNIP2,1304
C4orf45,1305
RP11-497K21.1,1306
AC005150.1,1307
NPY1R,1308
CPE,1309
RP11-310I9.1,1310
DDX60L,1311
PALLD,1312
CLCN3,1313
RP11-789C1.2,1314
GALNTL6,1315
HMGB2,1316
SCRG1,1317
HPGD,1318
RP11-440I14.3,1319
ADAM29,1320
SPATA4,1321
RP11-487E13.1,1322
LINC00290,1323
AC108142.1,1324
RP11-18D7.2,1325
WWC2-AS1,1326
STOX2,1327
ENPP6,1328
RP11-290F5.2,1329
IRF2,1330
RP11-326I11.3,1331
RP11-326I11.4,1332
CENPU,1333
ACSL1,1334
RP11-701P16.2,1335
MIR3945HG,1336
RP11-714G18.1,1337
RP11-279O9.4,1338
PDLIM3,1339
TLR3,1340
TRIML2,1341
TRIML1,1342
RP11-366H4.3,1343
RP11-366H4.1,1344
AF146191.4,1345
FRG1,1346
FRG2,1347
CTD-2231H16.1,1348
CTD-2083E4.6,1349
TPPP,1350
CTD-3080P12.3,1351
SLC6A19,1352
LINC01511,1353
SLC6A3,1354
RP11-445O3.3,1355
UBE2QL1,1356
RP11-332J15.2,1357
CTD-2296D1.5,1358
ADCY2,1359
RP11-480D4.6,1360
MIR4458HG,1361
CTD-2256P15.5,1362
RP11-1C1.6,1363
RP11-1C1.4,1364
CTD-2154B17.1,1365
FAM134B,1366
CTD-2228A4.1,1367
RP11-454P21.1,1368
RP11-774D14.1,1369
RP11-184E9.1,1370
C1QTNF3-AMACR,1371
NADK2-AS1,1372
SLC1A3,1373
CTD-2653M23.3,1374
GDNF,1375
LIFR,1376
OSMR-AS1,1377
OSMR,1378
RICTOR,1379
FYB,1380
DAB2,1381
CCDC152,1382
SEPP1,1383
CTD-2325A15.5,1384
CTD-2035E11.3,1385
ANXA2R,1386
CTD-2035E11.5,1387
HCN1,1388
PARP8,1389
CTD-2089N3.2,1390
ISL1,1391
CTD-2288O8.1,1392
FST,1393
CTD-2081C10.1,1394
CDC20B,1395
PLPP1,1396
DDX4,1397
IL6ST,1398
CTD-2031P19.5,1399
ANKRD55,1400
ACTBL2,1401
PLK2,1402
GAPT,1403
CTD-2176I21.2,1404
PDE4D,1405
PART1,1406
CD180,1407
PIK3R1,1408
CCNB1,1409
CARTPT,1410
MAP1B,1411
ZNF366,1412
CTD-2631K10.1,1413
TMEM171,1414
ARHGEF28,1415
HEXB,1416
FAM169A,1417
CTD-2503O16.4,1418
SV2C,1419
RP11-466P24.6,1420
IQGAP2,1421
F2RL2,1422
S100Z,1423
CRHBP,1424
ARSB,1425
CMYA5,1426
CTC-325J23.2,1427
RASGRF2,1428
CKMT2,1429
ACOT12,1430
LINC01338,1431
CTC-480C2.1,1432
CTD-2036A18.2,1433
CTC-493L21.1,1434
LINC00461,1435
MEF2C,1436
ARRDC3,1437
CTD-2091N23.1,1438
NR2F1-AS1,1439
RHOBTB3,1440
GLRX,1441
CTD-2337A12.1,1442
AC008592.7,1443
CTD-2260A17.1,1444
CTD-2260A17.3,1445
ERAP2,1446
LIX1,1447
RGMB,1448
ST8SIA4,1449
SLCO6A1,1450
RP11-58B2.1,1451
PJA2,1452
CTC-459M5.1,1453
MCC,1454
KCNN2,1455
TRIM36,1456
AC010226.4,1457
SEMA6A,1458
CTB-118N6.2,1459
TNFAIP8,1460
HSD17B4,1461
FAM170A,1462
PRR16,1463
PPIC,1464
LINC01170,1465
GRAMD3,1466
RP11-517I3.1,1467
ALDH7A1,1468
RP11-434D11.4,1469
FBN2,1470
KIAA1024L,1471
FNIP1,1472
AC034228.4,1473
AC034228.2,1474
CSF2,1475
PDLIM4,1476
IRF1,1477
TH2LCRR,1478
AFF4,1479
FSTL4,1480
CTB-49A3.5,1481
RP11-215P8.3,1482
PITX1,1483
CTC-203F4.2,1484
CTB-138E5.1,1485
SPOCK1,1486
PKD2L2,1487
WNT8A,1488
EGR1,1489
TMEM173,1490
CTB-35F21.5,1491
CD14,1492
PCDHA3,1493
PCDHA12,1494
AC005754.8,1495
AC005618.6,1496
PCDHGA1,1497
PCDHGA3,1498
PCDHGA5,1499
PCDHGA6,1500
