gene_name,vector_idx
PLEKHH2,690
LRPPRC,691
EPAS1,692
MCFD2,693
CALM2,694
MSH6,695
FOXN2,696
GPR75,697
PSME4,698
ACYP2,699
SPTBN1,700
RTN4,701
CLHC1,702
RPS27A,703
CCDC88A,704
REL,705
USP34,706
RP11-355B11.2,707
XPO1,708
EHBP1,709
AC009501.4,710
PELI1,711
AC008074.3,712
RP11-568N6.1,713
AFTPH,714
SLC1A4,715
ACTR2,716
MEIS1,717
ETAA1,718
RP11-474G23.3,719
CNRIP1,720
PLEK,721
ARHGAP25,722
ANTXR1,723
GFPT1,724
RP11-427H3.3,725
AAK1,726
ANXA4,727
MXD1,728
PCYOX1,729
AC007040.6,730
RP11-467P9.1,731
ZNF638,732
RP11-434P11.2,733
ACTG2,734
RP11-711M9.1,735
BOLA3,736
MTHFD2,737
C2orf81,738
SEMA4F,739
RP11-342K6.3,740
CTNNA2,741
TMSB10,742
TGOLN2,743
CAPG,744
MAT2A,745
VAMP5,746
ST3GAL5,747
RP11-548P2.2,748
REEP1,749
KDM3A,750
RNF103,751
LINC00152,752
RP11-1399P15.1,753
KRCC1,754
ANKRD36C,755
RP11-363D14.1,756
ARID5A,757
RP11-353K11.1,758
FAM178B,759
ANKRD36,760
AC159540.1,761
TMEM131,762
MGAT4A,763
C2ORF15,764
LYG2,765
LYG1,766
IL18R1,767
RP11-332H14.1,768
AC018878.3,769
SULT1C4,770
GCC2,771
LIMS1,772
RANBP2,773
LIMS3,774
BUB1,775
MIR4435-1HG,776
RP11-181E10.3,777
RP11-803D5.4,778
TMEM87B,779
ZC3H6,780
AC012442.6,781
SLC20A1,782
NT5DC4,783
CKAP2L,784
IL1RN,785
RP11-141B14.1,786
ACTR3,787
AC010982.1,788
DBI,789
RALB,790
GYPC,791
PROC,792
IWS1,793
UGGT1,794
POTEF,795
CCDC74B,796
CCDC115,797
PLEKHB2,798
POTEE,799
CYP4F31P,800
CCDC74A,801
LINC01087,802
C2orf27A,803
MGAT5,804
CCNT2,805
RAB3GAP1,806
AC011893.3,807
DARS,808
HNMT,809
ZEB2,810
ACVR2A,811
MBD5,812
AC144449.1,813
NEB,814
AC093375.1,815
NR4A2,816
GALNT5,817
CYTIP,818
AC019186.1,819
RP11-1152H14.1,820
TANC1,821
BAZ2B,822
AC009506.1,823
MARCH7,824
TANK,825
PSMD14,826
SLC4A10,827
IFIH1,828
GCA,829
KCNH7,830
SCN9A,831
AC016723.4,832
NOSTRIN,833
SPC25,834
ABCB11,835
DHRS9,836
KLHL41,837
CCDC173,838
AC012594.1,839
AC007405.6,840
ERICH2,841
GAD1,842
TLK1,843
AC068039.4,844
DLX2,845
AC078883.3,846
CDCA7,847
RP11-394I13.2,848
CIR1,849
HOXD-AS1,850
HNRNPA3,851
NFE2L2,852
TTN,853
RP11-171I2.3,854
ITGA4,855
SSFA2,856
DNAJC10,857
AC008174.3,858
ITGAV,859
TFPI,860
SLC40A1,861
OSGEPL1,862
RP11-455J20.3,863
C2orf88,864
INPP1,865
MFSD6,866
AC093388.3,867
NAB1,868
AC005540.3,869
GLS,870
STAT1,871
NABP1,872
AC010983.1,873
RP11-762E8.1,874
AC064834.3,875
SLC39A10,876
STK17B,877
RP11-347P5.1,878
AC020571.3,879
SF3B1,880
HSPD1,881
HSPE1,882
RFTN2,883
SPATS2L,884
SGOL2,885
RP11-469M7.1,886
CLK1,887
CFLAR,888
CASP10,889
CASP8,890
TRAK2,891
CDK15,892
RP11-107N15.1,893
FZD7,894
BMPR2,895
CARF,896
ABI2,897
RP11-363J17.1,898
AC007383.3,899
ZDBF2,900
CREB1,901
AC096772.6,902
IDH1,903
KANSL1L,904
AC007038.7,905
IKZF2,906
AC072062.1,907
TMEM169,908
XRCC5,909
RPL37A,910
IGFBP2,911
RP11-378A13.2,912
USP37,913
CYP27A1,914
CDK5R2,915
FEV,916
CCDC108,917
ABCB6,918
DNAJB2,919
GMPPA,920
ASIC4,921
RP11-256I23.1,922
INHA,923
SLC4A3,924
FARSB,925
ACSL3,926
KCNE4,927
WDFY1,928
IRS1,929
AC097662.2,930
TRIP12,931
SP110,932
SP100,933
AC098823.3,934
ITM2C,935
GPR55,936
NCL,937
PTMA,938
TIGD1,939
KCNJ13,940
C2orf82,941
INPP5D,942
SAG,943
HJURP,944
AC019068.2,945
AC105760.2,946
AC104667.3,947
KLHL30,948
HES6,949
PER2,950
TRAF3IP1,951
GPC1,952
CAPN10-AS1,953
GPR35,954
AC011298.2,955
SNED1,956
HDLBP,957
NEU4,958
AC093642.3,959
IL5RA,960
ITPR1,961
BHLHE40-AS1,962
BHLHE40,963
OXTR,964
RAD18,965
SRGAP3,966
SETD5-AS1,967
SETD5,968
ARPC4-TTLL3,969
TTLL3,970
CRELD1,971
PRRT3,972
RP11-1020A11.2,973
AC022007.5,974
IRAK2,975
GHRL,976
VGLL4,977
RPL32,978
NUP210,979
HDAC11,980
FBLN2,981
AC093495.4,982
SLC6A6,983
FGD5-AS1,984
SH3BP5-AS1,985
SH3BP5,986
EAF1,987
ANKRD28,988
RFTN1,989
DAZL,990
TBC1D5,991
SATB1,992
KCNH8,993
PP2D1,994
SGOL1,995
UBE2E1-AS1,996
LINC00691,997
THRB,998
RP11-317L10.1,999
TOP2B,1000
OXSM,1001
EOMES,1002
AC098973.2,1003
ZCWPW2,1004
LINC00693,1005
TGFBR2,1006
OSBPL10,1007
CMTM6,1008
GLB1,1009
RP11-10C24.3,1010
AC123023.1,1011
TRANK1,1012
EPM2AIP1,1013
RP11-285J16.1,1014
GOLGA4,1015
PLCD1,1016
OXSR1,1017
WDR48,1018
CSRNP1,1019
MOBP,1020
EIF1B,1021
RPL14,1022
CTNNB1,1023
NKTR,1024
RP4-613B23.1,1025
ACKR2,1026
SNRK,1027
SNRK-AS1,1028
RP11-424N24.2,1029
LINC00694,1030
ZNF445,1031
CDCP1,1032
TMEM158,1033
SLC6A20,1034
RP11-24F11.2,1035
CCRL2,1036
LTF,1037
LUZPP1,1038
NBEAL2,1039
SETD2,1040
RP11-708J19.1,1041
SMARCC1,1042
MAP4,1043
SHISA5,1044
COL7A1,1045
ARIH2OS,1046
P4HTM,1047
RP13-131K19.6,1048
QARS,1049
LAMB2,1050
KLHDC8B,1051
TCTA,1052
MST1,1053
AMIGO3,1054
GMPPB,1055
FAM212A,1056
UBA7,1057
CTD-2330K9.3,1058
U73166.2,1059
RASSF1,1060
XXcos-LUCA11.4,1061
C3orf18,1062
CISH,1063
MANF,1064
ABHD14B,1065
ALAS1,1066
PBRM1,1067
GNL3,1068
ITIH4,1069
RP11-894J14.5,1070
TKT,1071
DCP1A,1072
RP11-884K10.7,1073
SELK,1074
FAM208A,1075
ARF4,1076
RP11-755B10.3,1077
FLNB,1078
ACOX2,1079
C3orf14,1080
ATXN7,1081
RP11-245J9.4,1082
ADAMTS9,1083
KBTBD8,1084
RP11-81N13.1,1085
TMF1,1086
ARL6IP5,1087
LMOD3,1088
EIF4E3,1089
LINC00877,1090
RYBP,1091
PPP4R2,1092
CTD-2026G6.3,1093
ROBO1,1094
CADM2,1095
ZNF654,1096
PROS1,1097
DHFRL1,1098
CRYBG3,1099
CLDND1,1100
DCBLD2,1101
FILIP1L,1102
ZBTB11,1103
NFKBIZ,1104
ALCAM,1105
CD47,1106
RP11-861A13.4,1107
RP11-484K9.4,1108
KIAA2018,1109
ZBTB20,1110
ARHGAP31,1111
RP11-190C22.8,1112
CD80,1113
GSK3B,1114
RP11-18H7.1,1115
POLQ,1116
HCLS1,1117
GOLGB1,1118
CSTA,1119
PARP9,1120
DTX3L,1121
PARP14,1122
MYLK,1123
KALRN,1124
SLC12A8,1125
ZNF148,1126
RP11-666A20.4,1127
ALDH1L1,1128
PLXNA1,1129
ABTB1,1130
MGLL,1131
SEC61A1,1132
GATA2,1133
RPN1,1134
RP11-723O4.9,1135
RP11-434H6.6,1136
RP11-434H6.7,1137
H1FX,1138
EFCAB12,1139
MBD4,1140
RP11-77P16.4,1141
ACAD11,1142
TOPBP1,1143
TF,1144
SRPRB,1145
MSL2,1146
RP11-102M11.2,1147
IL20RB,1148
ESYT3,1149
PIK3CB,1150
C3orf72,1151
COPB2,1152
ZBTB38,1153
RP11-340E6.1,1154
GRK7,1155
TFDP2,1156
XRN1,1157
RP11-91G21.1,1158
CHST2,1159
C3orf58,1160
HLTF,1161
SERP1,1162
MED12L,1163
IGSF10,1164
RP11-246A10.1,1165
MBNL1,1166
RP11-38P22.2,1167
ARHGEF26,1168
PLCH1,1169
SSR3,1170
TIPARP,1171
LEKR1,1172
LINC00881,1173
CCNL1,1174
SHOX2,1175
RP11-538P18.2,1176
RP11-379F4.6,1177
MFSD1,1178
RP11-379F4.4,1179
SMC4,1180
TRIM59,1181
KPNA4,1182
CT64,1183
GOLIM4,1184
TERC,1185
RP11-362K14.7,1186
RP11-362K14.6,1187
RP11-379K17.4,1188
PRKCI,1189
SKIL,1190
CLDN11,1191
RPL22L1,1192
TNIK,1193
PLD1,1194
PP13439,1195
FNDC3B,1196
TNFSF10,1197
TBL1XR1,1198
LINC00578,1199
KCNMB3,1200
RP11-255C15.3,1201
TTC14,1202
DNAJC19,1203
ATP11B,1204
RP11-531F16.4,1205
KLHL6,1206
KLHL24,1207
EIF4G1,1208
FAM131A,1209
RP11-329B9.4,1210
MAP3K13,1211
LIPH,1212
DNAJB11,1213
RP11-573D15.9,1214
EIF4A2,1215
RFC4,1216
RP11-573D15.2,1217
ST6GAL1,1218
RPL39L,1219
MASP1,1220
BCL6,1221
FGF12,1222
OPA1,1223
RP11-528A4.2,1224
HES1,1225
ATP13A3,1226
TMEM44-AS1,1227
TMEM44,1228
XXYLT1-AS2,1229
ACAP2,1230
APOD,1231
AC069513.4,1232
LINC00969,1233
MUC20,1234
MUC4,1235
AC124944.5,1236
RP11-480A16.1,1237
TFRC,1238
SLC51A,1239
UBXN7,1240
RNF168,1241
SMCO1,1242
PAK2,1243
PIGZ,1244
DLG1,1245
RP11-496H1.2,1246
FYTTD1,1247
LMLN-AS1,1248
ZNF595,1249
RP11-440L14.1,1250
SLC26A1,1251
SPON2,1252
RP11-1398P2.1,1253
SLBP,1254
RP11-572O17.1,1255
TACC3,1256
WHSC1,1257
POLN,1258
MXD4,1259
RP11-503N18.1,1260
ADD1,1261
NOP14,1262
MSANTD1,1263
LRPAP1,1264
LYAR,1265
STK32B,1266
WFS1,1267
S100P,1268
KIAA0232,1269
RP11-367J11.3,1270
AFAP1-AS1,1271
RP11-774O3.3,1272
WDR1,1273
ZNF518B,1274
CLNK,1275
RP11-22A3.1,1276
BOD1L1,1277
AC007126.1,1278
CPEB2-AS1,1279
CPEB2,1280
CC2D2A,1281
TAPT1-AS1,1282
FAM184B,1283
NCAPG,1284
SOD3,1285
SEL1L3,1286
STIM2,1287
ARAP2,1288
KLF3,1289
FAM114A1,1290
TMEM156,1291
WDR19,1292
KLB,1293
UGDH-AS1,1294
SMIM14,1295
N4BP2,1296
RHOH,1297
DCAF4L1,1298
RP11-814H16.2,1299
GUF1,1300
CNGA1,1301
TXK,1302
TEC,1303
SLAIN2,1304
FRYL,1305
OCIAD2,1306
LNX1,1307
CHIC2,1308
KIT,1309
RP11-528I4.2,1310
NMU,1311
SRP72,1312
REST,1313
IGFBP7,1314
RP11-25H12.1,1315
RP11-584P21.2,1316
CENPC,1317
STAP1,1318
TMPRSS11F,1319
IGJ,1320
RUFY3,1321
MOB1B,1322
IL8,1323
CXCL3,1324
MTHFD2L,1325
AREG,1326
RP11-542G1.1,1327
G3BP2,1328
USO1,1329
SCARB2,1330
FAM47E,1331
CCNI,1332
CCNG2,1333
ANXA3,1334
LINC01094,1335
RP11-109G23.3,1336
BMP2K,1337
LINC01088,1338
ANTXR2,1339
RP11-127B20.2,1340
HNRNPD,1341
RP11-127B20.3,1342
HNRNPDL,1343
SEC31A,1344
FAM175A,1345
AGPAT9,1346
C4orf36,1347
AFF1,1348
SPP1,1349
FAM13A-AS1,1350
SMARCAD1,1351
RP11-145G20.1,1352
TSPAN5,1353
RP11-696N14.1,1354
H2AFZ,1355
PPP3CA,1356
AP001816.1,1357
RP11-499E18.1,1358
SLC9B1,1359
CENPE,1360
CXXC4,1361
AC004069.2,1362
TET2,1363
GSTCD,1364
PAPSS1,1365
RPL34,1366
OSTC,1367
SEC24B-AS1,1368
CCDC109B,1369
AC004067.5,1370
EGF,1371
ELOVL6,1372
RP11-73K9.2,1373
AP1AR,1374
RP11-73K9.3,1375
ALPK1,1376
C4orf21,1377
SNHG8,1378
SEC24D,1379
USP53,1380
MAD2L1,1381
ANXA5,1382
CCNA2,1383
KIAA1109,1384
BBS12,1385
ANKRD50,1386
HSPA4L,1387
RP11-50D9.3,1388
RP11-420A23.1,1389
RP11-314N14.1,1390
SLC7A11,1391
RP11-98O2.1,1392
ELF2,1393
RP11-83A24.2,1394
RP11-308D13.3,1395
MGST2,1396
CLGN,1397
IL15,1398
RP11-284M14.1,1399
SMARCA5,1400
SMARCA5-AS1,1401
GYPE,1402
RP11-673E1.1,1403
GYPB,1404
GYPA,1405
SMAD1-AS1,1406
ZNF827,1407
POU4F2,1408
RPS3A,1409
RP11-372K14.2,1410
MIR4453,1411
TMEM154,1412
MND1,1413
KIAA0922,1414
DCHS2,1415
CTSO,1416
PDGFC,1417
FNIP2,1418
MARCH1,1419
MSMO1,1420
DDX60L,1421
SH3RF1,1422
CLCN3,1423
RP11-789C1.1,1424
RP11-322J23.1,1425
GALNT7,1426
HMGB2,1427
SCRG1,1428
HPGD,1429
SPCS3,1430
AGA,1431
LINC01099,1432
WWC2,1433
IRF2,1434
RP11-242J7.1,1435
CASP3,1436
CENPU,1437
ACSL1,1438
RP11-701P16.5,1439
KIAA1430,1440
RP11-138B4.1,1441
TRIML2,1442
TRIML1,1443
RP11-366H4.1,1444
AF146191.4,1445
SLC12A7,1446
CTD-3080P12.3,1447
SLC6A19,1448
CTD-2012J19.3,1449
KIAA0947,1450
NSUN2,1451
CTD-2044J15.2,1452
RP11-480D4.6,1453
CTD-2256P15.1,1454
CTD-2256P15.4,1455
CTD-2256P15.5,1456
CMBL,1457
ROPN1L,1458
RP11-1C1.7,1459
RP11-1C1.6,1460
RP11-1C1.4,1461
RP11-215G15.5,1462
CTD-2165H16.4,1463
RP1-167G20.1,1464
ZNF622,1465
FAM134B,1466
RP11-374A4.1,1467
RP11-184E9.1,1468
CTD-2134P3.1,1469
CTD-2118P12.1,1470
CTD-2186M15.3,1471
ZFR,1472
NPR3,1473
TARS,1474
AMACR,1475
RAI14,1476
NIPBL,1477
C5orf42,1478
RICTOR,1479
PTGER4,1480
RPL37,1481
GHR,1482
SEPP1,1483
CTD-2201E18.5,1484
CTD-2035E11.3,1485
ANXA2R,1486
HMGCS1,1487
CTD-2314G24.2,1488
PELO,1489
ITGA2,1490
FST,1491
GPX8,1492
PPAP2A,1493
IL6ST,1494
CTD-2031P19.3,1495
ANKRD55,1496
GPBP1,1497
PDE4D,1498
RP11-266N13.2,1499
KIF2A,1500
PPWD1,1501
ERBB2IP,1502
MAST4,1503
PIK3R1,1504
CTC-537E7.3,1505
CCNB1,1506
CCDC125,1507
MAP1B,1508
CTD-2376I4.2,1509
RP11-79P5.9,1510
HEXB,1511
HMGCR,1512
COL4A3BP,1513
CTC-366B18.2,1514
RP11-466P24.6,1515
IQGAP2,1516
F2RL2,1517
F2R,1518
F2RL1,1519
S100Z,1520
AGGF1,1521
AP3B1,1522
CTD-2037K23.2,1523
ARSB,1524
DMGDH,1525
CMYA5,1526
SERINC5,1527
ZFYVE16,1528
DHFR,1529
SSBP2,1530
CTD-2249K22.1,1531
RPS23,1532
RP11-343L5.2,1533
TMEM167A,1534
CTC-480C2.1,1535
RASA1,1536
