gene_name,vector_idx
EHF,1342
EID1,1343
EID2B,1344
EIF1,1345
EIF1B,1346
EIF2AK1,1347
EIF2AK3,1348
EIF2B3,1349
EIF2S3,1350
EIF3C,1351
EIF3CL,1352
EIF3D,1353
EIF3E,1354
EIF3H,1355
EIF3J-AS1,1356
EIF4A1,1357
EIF4A2,1358
EIF4A3,1359
EIF4EBP1,1360
EIF4G1,1361
EIF4G2,1362
EIF5,1363
ELAC1,1364
ELAC2,1365
ELF1,1366
ELFN1,1367
ELK1,1368
ELK4,1369
ELMOD2,1370
ELOVL5,1371
ELOVL6,1372
ELOVL7,1373
ELP2,1374
ELP3,1375
ELP4,1376
EMC1,1377
EMC10,1378
EMC2,1379
EMC3,1380
EMC7,1381
EME1,1382
EMILIN1,1383
EMILIN2,1384
EML6,1385
EMP2,1386
EMP3,1387
EMR2,1388
ENC1,1389
ENO1-AS1,1390
ENOSF1,1391
ENPP3,1392
ENTHD1,1393
ENTPD3,1394
ENTPD4,1395
ENTPD7,1396
ENTPD8,1397
EOGT,1398
EPAS1,1399
EPB41,1400
EPB41L2,1401
EPB41L4A-AS1,1402
EPB42,1403
EPCAM,1404
EPG5,1405
EPHA1-AS1,1406
EPHB6,1407
EPHX1,1408
EPHX2,1409
EPM2AIP1,1410
EPRS,1411
EPS15,1412
EPS8,1413
EPT1,1414
ERAP1,1415
ERAP2,1416
ERBB2,1417
ERBB3,1418
ERCC3,1419
EREG,1420
ERGIC2,1421
ERI1,1422
ERICH2,1423
ERLIN2,1424
ERMAP,1425
ERMARD,1426
ERMN,1427
ERMP1,1428
ERN1,1429
ERO1L,1430
ERO1LB,1431
ERP29,1432
ERP44,1433
ERRFI1,1434
ERV3-1,1435
ESAM,1436
ESCO2,1437
ESD,1438
ESF1,1439
ESPN,1440
ESR2,1441
ESYT1,1442
ESYT2,1443
ETFDH,1444
ETHE1,1445
ETNK1,1446
ETV1,1447
EVA1B,1448
EVI2B,1449
EVI5L,1450
EXD3,1451
EXO5,1452
EXOC3L4,1453
EXOC6,1454
EXOC7,1455
EXOG,1456
EXOSC5,1457
EXOSC7,1458
EXOSC8,1459
EXPH5,1460
EXT1,1461
EXT2,1462
EXTL2,1463
EXTL3-AS1,1464
EYS,1465
EZH1,1466
EZR,1467
F11R,1468
F2R,1469
F2RL3,1470
F8,1471
FAAH,1472
FADS1,1473
FADS3,1474
FAF2,1475
FAM110D,1476
FAM114A1,1477
FAM122C,1478
FAM127B,1479
FAM129A,1480
FAM129C,1481
FAM132B,1482
FAM134B,1483
FAM138C,1484
FAM157A,1485
FAM161A,1486
FAM174A,1487
FAM175A,1488
FAM178A,1489
FAM178B,1490
FAM179B,1491
FAM19A2,1492
FAM20B,1493
FAM211A,1494
FAM212B,1495
FAM214A,1496
FAM214B,1497
FAM216A,1498
FAM219B,1499
FAM21A,1500
FAM227A,1501
FAM227B,1502
FAM229A,1503
FAM27E3,1504
FAM43A,1505
FAM47E,1506
FAM49A,1507
FAM53C,1508
FAM63A,1509
FAM65C,1510
FAM69A,1511
FAM83A,1512
FAM83H-AS1,1513
FAM89A,1514
FAM92A1,1515
FAM9B,1516
FANCC,1517
FANCL,1518
FARS2,1519
FASTK,1520
FASTKD1,1521
FASTKD2,1522
FAXDC2,1523
FBF1,1524
FBXL13,1525
FBXL2,1526
FBXL20,1527
FBXL8,1528
FBXO11,1529
FBXO24,1530
FBXO28,1531
FBXO3,1532
FBXO32,1533
FBXO34,1534
FBXO4,1535
FBXO42,1536
FBXO5,1537
FBXO8,1538
FBXW4,1539
FCGR1B,1540
FCGR2A,1541
FCGR2B,1542
FCGR3B,1543
FCGRT,1544
FCRLA,1545
FDFT1,1546
FDXR,1547
FECH,1548
FER,1549
FERMT2,1550
FGF21,1551
FGFBP3,1552
FGFR4,1553
FGGY,1554
FH,1555
FHIT,1556
FICD,1557
FIGNL1,1558
FILIP1,1559
FILIP1L,1560
FIP1L1,1561
FKBP10,1562
FKBP14,1563
FKBP7,1564
FKBP9,1565
FKRP,1566
FKTN,1567
FLCN,1568
FLNB,1569
FLNC,1570
FLT1,1571
FLVCR1,1572
FMR1NB,1573
FN1,1574
FNBP1,1575
FNDC3A,1576
FNDC3B,1577
FNDC4,1578
FOCAD,1579
FOLR1,1580
FOS,1581
FOSB,1582
FOXA2,1583
FOXD2-AS1,1584
FOXH1,1585
FOXK1,1586
FOXN3,1587
FOXO3,1588
FPGT,1589
FRA10AC1,1590
FRAT1,1591
FRG1,1592
FRG1B,1593
FRMD1,1594
FRRS1,1595
FRRS1L,1596
FRS3,1597
FSD1L,1598
FTCD,1599
FTX,1600
FUCA1,1601
FUCA2,1602
FURIN,1603
FUT1,1604
FUZ,1605
FXYD4,1606
FYB,1607
FZD4,1608
