gene_id,gene_name
ENSG00000272541,XXbac-BPGBPG55C20.1
ENSG00000271761,XXbac-BPGBPG55C20.3
ENSG00000146166,LGSN
ENSG00000188107,EYS
ENSG00000227706,RP11-301G19.1
ENSG00000230910,RP3-525N10.2
ENSG00000237643,RP11-462G2.1
ENSG00000223765,LINC01626
ENSG00000079841,RIMS1
ENSG00000203907,OOEP
ENSG00000164430,MB21D1
ENSG00000223821,RP11-505P4.6
ENSG00000229862,RP11-505P4.7
ENSG00000272243,RP11-554D15.3
ENSG00000238156,RP11-415D17.4
ENSG00000135338,LCA5
ENSG00000112773,FAM46A
ENSG00000146250,PRSS35
ENSG00000228290,TBX18-AS1
ENSG00000135346,CGA
ENSG00000213204,RP3-382I10.7
ENSG00000271931,RP11-63L7.5
ENSG00000146278,PNRC1
ENSG00000260271,RP1-45N11.1
ENSG00000235099,RP1-23E21.2
ENSG00000184486,POU3F2
ENSG00000132424,PNISR
ENSG00000152034,MCHR2
ENSG00000203809,LINC00577
ENSG00000231628,RP3-355L5.4
ENSG00000057657,PRDM1
ENSG00000112297,AIM1
ENSG00000235142,RP1-60O19.1
ENSG00000272398,CD24
ENSG00000272476,RP1-191J18.66
ENSG00000271734,RP1-111B22.3
ENSG00000135535,CD164
ENSG00000135596,MICAL1
ENSG00000272356,RP5-1112D6.8
ENSG00000112761,WISP3
ENSG00000237234,RP1-142L7.5
ENSG00000277443,MARCKS
ENSG00000111816,FRK
ENSG00000111817,DSE
ENSG00000189241,TSPYL1
ENSG00000188820,FAM26F
ENSG00000234117,RP11-259P20.1
ENSG00000173626,TRAPPC3L
ENSG00000196376,SLC35F1
ENSG00000198523,PLN
ENSG00000164434,FABP7
ENSG00000172594,SMPDL3A
ENSG00000236548,RNF217-AS1
ENSG00000237742,RP11-624M8.1
ENSG00000224506,RP1-293L8.2
ENSG00000135547,HEY2
ENSG00000255330,RP3-403A15.5
ENSG00000196569,LAMA2
ENSG00000233351,RP1-69D17.3
ENSG00000236673,RP11-69I8.2
ENSG00000112299,VNN1
ENSG00000093134,VNN3
ENSG00000112303,VNN2
ENSG00000112319,EYA4
ENSG00000146411,SLC2A12
ENSG00000118515,SGK1
ENSG00000236700,LINC01010
ENSG00000232310,RP11-557H15.4
ENSG00000227723,CTA-31J9.2
ENSG00000118514,ALDH8A1
ENSG00000118513,MYB
ENSG00000236703,MYB-AS1
ENSG00000234084,RP3-388E23.2
ENSG00000234263,RP3-325F22.3
ENSG00000164485,IL22RA2
ENSG00000027697,IFNGR1
ENSG00000164440,TXLNB
ENSG00000164442,CITED2
ENSG00000238099,LINC01625
ENSG00000010818,HIVEP2
ENSG00000135604,STX11
ENSG00000152818,UTRN
ENSG00000118492,ADGB
ENSG00000233452,STXBP5-AS1
ENSG00000228408,RP1-111D6.3
ENSG00000273132,RP11-350J20.12
ENSG00000131015,ULBP2
ENSG00000198729,PPP1R14C
ENSG00000131016,AKAP12
ENSG00000131018,SYNE1
ENSG00000213121,RP11-306O13.1
ENSG00000074706,IPCEF1
ENSG00000164674,SYTL3
ENSG00000164691,TAGAP
ENSG00000175003,SLC22A1
ENSG00000071242,RPS6KA2
ENSG00000026297,RNASET2
ENSG00000234647,RP11-503C24.4
ENSG00000227704,RP1-266L20.4
ENSG00000231690,LINC00574
ENSG00000198719,DLL1
ENSG00000271234,RP5-894D12.4
ENSG00000008018,PSMB1
ENSG00000197461,PDGFA
ENSG00000273151,RP11-449P15.2
ENSG00000105963,ADAP1
ENSG00000073067,CYP2W1
ENSG00000225146,AC073957.15
ENSG00000225981,AC102953.4
ENSG00000225968,ELFN1
ENSG00000176349,AC110781.3
ENSG00000188365,AC092171.2
ENSG00000075624,ACTB
ENSG00000272719,CTB-161C1.1
ENSG00000157999,ANKRD61
ENSG00000231704,AC004895.4
ENSG00000272894,RP5-1159O4.1
ENSG00000233108,AC006042.7
ENSG00000225606,AC005281.2
ENSG00000136267,DGKB
ENSG00000106546,AHR
ENSG00000048052,HDAC9
ENSG00000105855,ITGB8
ENSG00000136244,IL6
ENSG00000105928,DFNA5
ENSG00000086300,SNX10
ENSG00000225792,AC004540.4
ENSG00000214870,AC004540.5
ENSG00000005020,SKAP2
ENSG00000233429,HOTAIRM1
ENSG00000253508,RP1-170O19.14
ENSG00000106031,HOXA13
ENSG00000243766,HOTTIP
ENSG00000106052,TAX1BP1
ENSG00000234336,JAZF1-AS1
ENSG00000146592,CREB5
ENSG00000106066,CPVL
ENSG00000235669,AC004593.3
ENSG00000176532,PRR15
ENSG00000180354,MTURN
ENSG00000281039,RP4-777O23.3
ENSG00000263683,RP4-777O23.1
ENSG00000106113,CRHR2
ENSG00000241644,INMT
ENSG00000240583,AQP1
ENSG00000228878,SEPT7-AS1
ENSG00000227191,TRGC2
ENSG00000211689,TRGC1
ENSG00000211695,TRGV9
ENSG00000225992,TRGVA
ENSG00000272908,RP11-121A8.1
ENSG00000211697,TRGV5
ENSG00000078053,AMPH
ENSG00000106536,POU6F2
ENSG00000227172,AC011290.4
ENSG00000122641,INHBA
ENSG00000136197,C7orf25
ENSG00000002746,HECW1
ENSG00000235314,LINC00957
ENSG00000164708,PGAM2
ENSG00000015520,NPC1L1
ENSG00000136286,MYO1G
ENSG00000183696,UPP1
ENSG00000179869,ABCA13
ENSG00000188730,VWC2
ENSG00000228005,AC020743.2
ENSG00000132437,DDC
ENSG00000129103,SUMF2
ENSG00000164776,PHKG1
ENSG00000152926,ZNF117
ENSG00000213462,ERV3-1
ENSG00000169902,TPST1
ENSG00000229180,GS1-124K5.11
ENSG00000243335,KCTD7
ENSG00000155428,TRIM74
ENSG00000225969,ABHD11-AS1
ENSG00000189143,CLDN4
ENSG00000175877,WBSCR28
ENSG00000261467,RP11-731K22.1
ENSG00000106665,CLIP2
ENSG00000158517,NCF1
ENSG00000196275,GTF2IRD2
ENSG00000263081,AC004878.8
ENSG00000127946,HIP1
ENSG00000135205,CCDC146
ENSG00000127947,PTPN12
ENSG00000127955,GNAI1
ENSG00000135218,CD36
ENSG00000186472,PCLO
ENSG00000170381,SEMA3E
ENSG00000075213,SEMA3A
ENSG00000153993,SEMA3D
ENSG00000198822,GRM3
ENSG00000231255,AC005009.1
ENSG00000085563,ABCB1
ENSG00000105784,RUNDC3B
ENSG00000058091,CDK14
ENSG00000223969,AC002456.2
ENSG00000177409,SAMD9L
ENSG00000188175,HEPACAM2
ENSG00000004948,CALCR
ENSG00000105825,TFPI2
ENSG00000236861,AC006378.2
ENSG00000236453,AC003092.1
ENSG00000105852,PON3
ENSG00000005981,ASB4
ENSG00000004799,PDK4
ENSG00000231170,AC002451.3
ENSG00000158560,DYNC1I1
ENSG00000164713,BRI3
ENSG00000272950,RP11-307C18.1
ENSG00000130429,ARPC1B
ENSG00000106258,CYP3A5
ENSG00000160868,CYP3A4
ENSG00000237640,RP4-604G5.1
ENSG00000239521,GATS
ENSG00000085514,PILRA
ENSG00000185955,C7orf61
ENSG00000166925,TSC22D4
ENSG00000146830,GIGYF1
ENSG00000205277,MUC12
ENSG00000227053,RP11-395B7.4
ENSG00000169876,MUC17
ENSG00000169871,TRIM56
ENSG00000106366,SERPINE1
ENSG00000128564,VGF
ENSG00000106436,MYL10
ENSG00000261535,CTA-305I2.1
ENSG00000239480,RP11-514P8.2
ENSG00000160991,ORAI2
ENSG00000168255,POLR2J3
ENSG00000105808,RASA4
ENSG00000205236,RP11-514P8.6
ENSG00000279168,AC105052.2
ENSG00000128606,LRRC17
ENSG00000170615,SLC26A5
ENSG00000189056,RELN
ENSG00000005483,KMT2E
ENSG00000105851,PIK3CG
ENSG00000105856,HBP1
ENSG00000233705,SLC26A4-AS1
ENSG00000273055,CTB-13F3.1
ENSG00000135241,PNPLA8
ENSG00000226965,AC003088.1
ENSG00000223646,AC002463.3
ENSG00000164603,C7orf60
ENSG00000164604,GPR85
ENSG00000225535,LINC01393
ENSG00000135269,TES
ENSG00000105971,CAV2
ENSG00000105974,CAV1
ENSG00000077063,CTTNBP2
ENSG00000106013,ANKRD7
ENSG00000008311,AASS
ENSG00000230316,FEZF1-AS1
ENSG00000275356,C7orf77
ENSG00000224899,RP11-3B12.5
ENSG00000237764,RP11-3B12.2
ENSG00000273270,RP11-212P7.2
ENSG00000271553,RP11-274B21.10
ENSG00000271344,RP11-274B21.9
ENSG00000128617,OPN1SW
ENSG00000128596,CCDC136
ENSG00000186591,UBE2H
ENSG00000244036,RP11-306G20.1
ENSG00000165120,SSMEM1
ENSG00000213265,TSGA13
ENSG00000226380,AC058791.1
ENSG00000271204,RP11-138A9.1
ENSG00000273319,RP11-138A9.2
ENSG00000231721,LINC-PINT
ENSG00000221866,PLXNA4
ENSG00000155530,LRGUK
ENSG00000085662,AKR1B1
ENSG00000172331,BPGM
ENSG00000273219,RP11-644N4.1
ENSG00000157680,DGKI
ENSG00000182158,CREB3L2
ENSG00000157703,SVOPL
ENSG00000105939,ZC3HAV1
ENSG00000064393,HIPK2
ENSG00000146966,DENND2A
ENSG00000228775,WEE2-AS1
ENSG00000211751,TRBC1
ENSG00000275896,PRSS2
ENSG00000211772,TRBC2
ENSG00000237254,TRBV30
ENSG00000106123,EPHB6
ENSG00000231840,AC073342.12
ENSG00000178826,TMEM139
ENSG00000159784,FAM131B
ENSG00000232533,AC093673.5
ENSG00000159840,ZYX
ENSG00000185899,TAS2R60
ENSG00000170379,TCAF2
ENSG00000174469,CNTNAP2
ENSG00000281189,GHET1
ENSG00000204947,ZNF425
ENSG00000181444,ZNF467
ENSG00000197558,SSPO
ENSG00000106479,ZNF862
ENSG00000273293,RP11-445N20.3
ENSG00000240449,RP4-584D14.5
ENSG00000242258,LINC00996
ENSG00000171115,GIMAP8
ENSG00000179144,GIMAP7
ENSG00000106560,GIMAP2
ENSG00000106565,TMEM176B
ENSG00000002933,TMEM176A
ENSG00000055118,KCNH2
ENSG00000272661,RP4-548D19.3
ENSG00000187260,WDR86
ENSG00000239911,PRKAG2-AS1
ENSG00000261455,LINC01003
ENSG00000130226,DPP6
ENSG00000214106,PAXIP1-AS2
ENSG00000273183,RP11-5C23.2
ENSG00000227365,AC008060.5
ENSG00000228569,AC073133.2
ENSG00000235029,MNX1-AS2
ENSG00000269446,RP4-639J15.3
ENSG00000222012,AC005481.5
ENSG00000233038,AC011899.9
ENSG00000272839,RP11-452C13.1
ENSG00000106018,VIPR2
ENSG00000226179,LINC00685
ENSG00000205755,CRLF2
ENSG00000198223,CSF2RA
ENSG00000185291,IL3RA
ENSG00000182162,P2RY8
ENSG00000002586,CD99
ENSG00000006756,ARSD
ENSG00000205662,RP11-706O15.7
ENSG00000205642,VCX3B
ENSG00000196664,TLR7
ENSG00000205542,TMSB4X
ENSG00000187268,FAM9C
ENSG00000212663,RP1-122K4.3
ENSG00000102048,ASB9
ENSG00000102010,BMX
ENSG00000147003,TMEM27
ENSG00000182287,AP1S2
ENSG00000238178,RP11-431J24.2
ENSG00000131831,RAI2
ENSG00000177324,BEND2
ENSG00000008086,CDKL5
ENSG00000173698,ADGRG2
ENSG00000102174,PHEX
ENSG00000165186,PTCHD1
ENSG00000123131,PRDX4
ENSG00000233785,RP13-314C10.5
ENSG00000130066,SAT1
ENSG00000130741,EIF2S3
ENSG00000102230,PCYT1B
ENSG00000004848,ARX
ENSG00000099399,MAGEB2
ENSG00000120280,CXorf21
ENSG00000198947,DMD
ENSG00000047597,XK
ENSG00000165168,CYBB
ENSG00000165169,DYNLT3
ENSG00000101955,SRPX
ENSG00000165175,MID1IP1
ENSG00000235304,LINC01281
ENSG00000236393,RP11-320G24.1
ENSG00000223714,RP5-1172N10.2
ENSG00000171659,GPR34
ENSG00000171657,GPR82
ENSG00000069535,MAOB
ENSG00000147113,CXorf36
ENSG00000102265,TIMP1
ENSG00000126759,CFP
ENSG00000267064,UXT-AS1
ENSG00000232828,AF196970.3
ENSG00000187682,ERAS
ENSG00000102096,PIM2
ENSG00000102007,PLP2
ENSG00000102003,SYP
ENSG00000224659,GAGE12J
ENSG00000158352,SHROOM4
ENSG00000226530,RP11-348F1.2
ENSG00000179222,MAGED1
ENSG00000204363,SPANXN5
ENSG00000268350,FAM156A
ENSG00000102316,MAGED2
ENSG00000067445,TRO
ENSG00000158578,ALAS2
ENSG00000158639,PAGE5
ENSG00000204272,LINC01420
ENSG00000147065,MSN
ENSG00000274536,RP6-159A1.4
ENSG00000155659,VSIG4
ENSG00000089472,HEPH
ENSG00000169083,AR
ENSG00000089289,IGBP1
ENSG00000184481,FOXO4
ENSG00000147168,IL2RG
ENSG00000147174,ACRC
ENSG00000281852,LINC00891
ENSG00000242732,RGAG4
ENSG00000198034,RPS4X
ENSG00000125931,CITED1
ENSG00000229807,XIST
ENSG00000230590,FTX
ENSG00000050030,KIAA2022
ENSG00000226784,PGAM4
ENSG00000173198,CYSLTR1
ENSG00000147145,LPAR4
ENSG00000131171,SH3BGRL
ENSG00000072133,RPS6KA6
ENSG00000184788,SATL1
ENSG00000102271,KLHL4
ENSG00000153779,TGIF2LX
ENSG00000204086,RPA4
ENSG00000007952,NOX1
ENSG00000126950,TMEM35
ENSG00000010671,BTK
ENSG00000102401,ARMCX3
ENSG00000166432,ZMAT1
ENSG00000147206,NXF3
ENSG00000204065,TCEAL5
ENSG00000133134,BEX2
ENSG00000185222,WBP5
ENSG00000172476,RAB40A
ENSG00000123570,RAB9B
ENSG00000123569,H2BFWT
ENSG00000269226,RP11-722G7.1
ENSG00000080572,PIH1D3
ENSG00000147234,FRMPD3
ENSG00000157514,TSC22D3
ENSG00000068366,ACSL4
ENSG00000243978,RGAG1
ENSG00000230392,RP5-1139I1.1
ENSG00000258545,RHOXF1-AS1
ENSG00000203989,RHOXF2BB
ENSG00000228139,LINC01402
ENSG00000125355,TMEM255A
ENSG00000101892,ATP1B4
ENSG00000005893,LAMP2
ENSG00000282419,TEX13D
ENSG00000009694,TENM1
ENSG00000225689,RP1-30E17.2
ENSG00000122122,SASH3
ENSG00000085185,BCORL1
ENSG00000134594,RAB33A
ENSG00000165694,FRMD7
ENSG00000232160,RAP2C-AS1
ENSG00000183434,TFDP3
ENSG00000227060,LINC00629
ENSG00000229015,RP11-265D19.6
ENSG00000178947,SMIM10L2A
ENSG00000268940,CT45A1
ENSG00000269096,CT45A3
ENSG00000022267,FHL1
ENSG00000129675,ARHGEF6
ENSG00000232611,RP11-1114A5.4
ENSG00000134595,SOX3
ENSG00000196406,SPANXD
ENSG00000046774,MAGEC2
ENSG00000010404,IDS
ENSG00000238039,AF011889.2
ENSG00000241769,LINC00893
ENSG00000267978,MAGEA9B
ENSG00000185247,MAGEA11
ENSG00000224871,XX-FW81066F1.2
ENSG00000214915,XX-FW80269A6.1
ENSG00000166049,PASD1
ENSG00000229967,RP11-366F6.2
ENSG00000102287,GABRE
ENSG00000268089,GABRQ
ENSG00000268606,MAGEA2
ENSG00000198883,PNMA5
ENSG00000273877,RP11-635O16.2
ENSG00000214897,U82695.5
ENSG00000130829,DUSP9
ENSG00000089820,ARHGAP4
ENSG00000102032,RENBP
ENSG00000007350,TKTL1
ENSG00000231830,XX-FW83128A1.2
ENSG00000196924,FLNA
ENSG00000147403,RPL10
ENSG00000280195,XX-FW83563B9.5
ENSG00000197180,CH17-340M24.3
ENSG00000071553,ATP6AP1
ENSG00000160211,G6PD
ENSG00000160219,GAB3
ENSG00000203870,SMIM9
ENSG00000155962,CLIC2
ENSG00000224533,TMLHE-AS1
ENSG00000124334,IL9R
ENSG00000253896,AC144568.2
ENSG00000282021,CTD-2336O2.3
ENSG00000036448,MYOM2
ENSG00000253444,AC133633.2
ENSG00000091879,ANGPT2
ENSG00000173281,PPP1R3B
ENSG00000171060,C8orf74
ENSG00000253695,RP11-177H2.2
ENSG00000154319,FAM167A
ENSG00000255394,C8orf49
ENSG00000255046,RP11-297N6.4
ENSG00000164733,CTSB
ENSG00000250305,KIAA1456
ENSG00000185053,SGCZ
ENSG00000104723,TUSC3
ENSG00000003989,SLC7A2
ENSG00000129422,MTUS1
ENSG00000104763,ASAH1
ENSG00000147443,DOK2
ENSG00000158856,DMTN
ENSG00000168490,PHYHIP
ENSG00000179388,EGR3
ENSG00000134020,PEBP4
ENSG00000173530,TNFRSF10D
ENSG00000134013,LOXL2
ENSG00000147454,SLC25A37
ENSG00000167034,NKX3-1
ENSG00000159167,STC1
ENSG00000042980,ADAM28
ENSG00000104722,NEFM
ENSG00000221818,EBF2
ENSG00000104765,BNIP3L
ENSG00000240694,PNMA2
ENSG00000092964,DPYSL2
ENSG00000015592,STMN4
ENSG00000120899,PTK2B
ENSG00000120903,CHRNA2
ENSG00000120885,CLU
ENSG00000168081,PNOC
ENSG00000254034,RP11-662B19.2
ENSG00000253490,AC145110.1
ENSG00000271869,RP11-51J9.5
ENSG00000133874,RNF122
ENSG00000133878,DUSP26
ENSG00000254194,RP1-273G13.3
ENSG00000253108,RP1-84O15.2
ENSG00000183154,RP11-863K10.7
ENSG00000156675,RAB11FIP1
ENSG00000188778,ADRB3
ENSG00000196166,C8orf86
ENSG00000147526,TACC1
ENSG00000169499,PLEKHA2
ENSG00000169495,HTRA4
ENSG00000176907,C8orf4
ENSG00000165061,ZMAT4
ENSG00000104332,SFRP1
ENSG00000104368,PLAT
ENSG00000253408,RP11-231D20.2
ENSG00000254165,RP11-503E24.2
ENSG00000147434,CHRNA6
ENSG00000221869,CEBPD
ENSG00000168333,C8orf22
ENSG00000253474,RP11-10H3.1
ENSG00000272076,RP11-11C20.3
ENSG00000168300,PCMTD1
ENSG00000272024,RP11-546K22.3
ENSG00000206579,XKR4
ENSG00000253614,RP11-513O17.3
ENSG00000253376,RP11-44D19.1
ENSG00000137575,SDCBP
ENSG00000198846,TOX
ENSG00000228862,RP11-91I20.3
ENSG00000254432,RP11-33I11.2
ENSG00000254777,AC022182.1
ENSG00000254802,AC022182.3
ENSG00000198363,ASPH
ENSG00000246145,RRS1-AS1
ENSG00000147576,ADHFE1
ENSG00000169085,C8orf46
ENSG00000278888,AC090154.1
ENSG00000182674,KCNB2
ENSG00000274443,C8orf89
ENSG00000147604,RPL7
ENSG00000121039,RDH10
ENSG00000104343,UBE2W
ENSG00000154589,LY96
ENSG00000254288,RP11-6I2.3
ENSG00000249395,CASC9
ENSG00000164749,HNF4G
ENSG00000104435,STMN2
ENSG00000164683,HEY1
ENSG00000272138,LINC01607
ENSG00000205189,ZBTB10
ENSG00000076641,PAG1
ENSG00000253214,RP11-1149M10.2
ENSG00000164687,FABP5
ENSG00000254689,RP11-354A14.1
ENSG00000184672,RALYL
ENSG00000260493,RP11-219B4.7
ENSG00000104267,CA2
ENSG00000170289,CNGB3
ENSG00000253171,CTB-118P15.2
ENSG00000271156,RP11-642C5.1
ENSG00000104327,CALB1
ENSG00000123119,NECAB1
ENSG00000155099,TMEM55A
ENSG00000079102,RUNX1T1
ENSG00000253848,RP11-10N23.5
ENSG00000264448,RP3-388N13.5
ENSG00000261437,RP11-22C11.2
ENSG00000164938,TP53INP1
ENSG00000253872,RP11-90D11.1
ENSG00000169439,SDC2
ENSG00000104324,CPQ
ENSG00000104341,LAPTM4B
ENSG00000132561,MATN2
ENSG00000164920,OSR2
ENSG00000229625,RP11-44N12.2
ENSG00000156509,FBXO43
ENSG00000248599,FLJ42969
ENSG00000271882,KB-1410C5.5
ENSG00000104490,NCALD
ENSG00000246263,UBR5-AS1
ENSG00000272037,KB-431C1.5
ENSG00000155090,KLF10
ENSG00000253669,KB-1732A1.1
ENSG00000254281,KB-1507C5.4
ENSG00000164929,BAALC
ENSG00000164930,FZD6
ENSG00000164934,DCAF13
ENSG00000147647,DPYS
ENSG00000147650,LRP12
ENSG00000253582,RP11-649G15.2
ENSG00000104408,EIF3E
ENSG00000164841,TMEM74
ENSG00000164796,CSMD3
ENSG00000225885,AC023590.1
ENSG00000254343,RP11-760H22.2
ENSG00000187955,COL14A1
ENSG00000253619,RP11-369K17.1
ENSG00000253819,LINC01151
ENSG00000147689,FAM83A
ENSG00000156802,ATAD2
ENSG00000156804,FBXO32
ENSG00000253227,RP11-383J24.1
ENSG00000253513,RP11-6D1.3
ENSG00000104549,SQLE
ENSG00000173334,TRIB1
ENSG00000253111,RP11-136O12.2
ENSG00000244791,RP11-65D17.1
ENSG00000168672,FAM84B
ENSG00000246228,CASC8
ENSG00000136997,MYC
ENSG00000165071,TMEM71
ENSG00000155926,SLA
ENSG00000104419,NDRG1
ENSG00000253988,RP11-489O18.1
ENSG00000147724,FAM135B
ENSG00000254258,RP11-398H6.1
ENSG00000105339,DENND3
ENSG00000254291,RP11-10J21.6
ENSG00000204882,GPR20
ENSG00000271959,CTD-3064M3.7
ENSG00000261693,RP13-467H17.1
ENSG00000198576,ARC
ENSG00000160932,LY6E
ENSG00000254859,RP11-661A12.5
ENSG00000254812,RP11-661A12.12
ENSG00000254548,RP11-429J17.5
ENSG00000254973,RP11-429J17.7
ENSG00000214733,RP11-429J17.8
ENSG00000261150,EPPK1
ENSG00000178685,PARP10
ENSG00000265393,CTD-2517M22.17
ENSG00000227155,RP11-165F24.3
ENSG00000173253,DMRT2
ENSG00000254017,IGHEP2
ENSG00000225489,RP11-390F4.3
ENSG00000273056,RP11-77E14.2
ENSG00000231902,RP11-29B9.2
ENSG00000044459,CNTLN
ENSG00000273226,RP11-513M16.8
ENSG00000137154,RPS6
ENSG00000233906,RP11-315I14.2
ENSG00000237414,RP11-321L2.2
ENSG00000107201,DDX58
ENSG00000086061,DNAJA1
ENSG00000086062,B4GALT1
ENSG00000122711,SPINK4
ENSG00000260947,RP11-384P7.7
ENSG00000010438,PRSS3
ENSG00000228352,RP11-537H15.3
ENSG00000122733,PHF24
ENSG00000005238,FAM214B
ENSG00000215187,FAM166B
ENSG00000137101,CD72
ENSG00000227933,RP11-331F9.4
ENSG00000137076,TLN1
ENSG00000137098,SPAG8
ENSG00000204930,FAM221B
ENSG00000122707,RECK
ENSG00000122705,CLTA
ENSG00000196092,PAX5
ENSG00000276500,BMS1P14
ENSG00000277260,FAM74A7
ENSG00000229311,RP11-475I24.8
ENSG00000274516,FAM74A6
ENSG00000231248,RP11-160N1.9
ENSG00000235659,RP11-374M1.5
ENSG00000231212,RP11-111F5.3
ENSG00000226007,RP11-211N8.2
ENSG00000278849,RP11-327I22.5
ENSG00000274349,ZNF658
ENSG00000276348,RP11-395E19.2
ENSG00000233178,RP11-88I18.2
ENSG00000236733,RP11-203L2.4
ENSG00000278910,BANCR
ENSG00000165072,MAMDC2
ENSG00000235523,RP11-63P12.7
ENSG00000165092,ALDH1A1
ENSG00000135046,ANXA1
ENSG00000119121,TRPM6
ENSG00000135002,RFK
ENSG00000156049,GNA14
ENSG00000106829,TLE4
ENSG00000267559,RP11-383M4.6
ENSG00000229109,RP11-439K3.1
ENSG00000148057,IDNK
ENSG00000227463,RP11-158D2.2
ENSG00000197506,SLC28A3
ENSG00000180447,GAS1
ENSG00000135047,CTSL
ENSG00000156345,CDK20
ENSG00000130045,NXNL2
ENSG00000123975,CKS2
ENSG00000130222,GADD45G
ENSG00000165025,SYK
ENSG00000230537,RP11-305L7.1
ENSG00000233081,RP11-440G5.2
ENSG00000279007,AL136097.1
ENSG00000106809,OGN
ENSG00000127084,FGD3
ENSG00000157303,SUSD3
ENSG00000223446,RP11-274J16.5
ENSG00000131669,NINJ1
ENSG00000227603,RP11-165J3.6
ENSG00000231990,RP11-53B5.1
ENSG00000131668,BARX1
ENSG00000235601,BARX1-AS1
ENSG00000269946,RP11-2B6.3
ENSG00000165140,FBP1
ENSG00000271384,RP11-435O5.7
ENSG00000188152,NUTM2G
ENSG00000203279,RP11-498P14.5
ENSG00000136929,HEMGN
ENSG00000267026,RP11-92C4.3
ENSG00000204291,COL15A1
ENSG00000270412,RP11-92C4.6
ENSG00000271086,NAMA
ENSG00000198785,GRIN3A
ENSG00000165028,NIPSNAP3B
ENSG00000165029,ABCA1
ENSG00000226334,RP11-217B7.2
ENSG00000070214,SLC44A1
ENSG00000228317,RP11-235C23.5
ENSG00000186051,TAL2
ENSG00000234323,RP11-308N19.1
ENSG00000234229,LINC01505
ENSG00000136826,KLF4
ENSG00000260230,FRRS1L
ENSG00000165124,SVEP1
ENSG00000173258,ZNF483
ENSG00000225684,FAM225B
ENSG00000136867,SLC31A2
ENSG00000227482,RP11-18B16.2
ENSG00000196739,COL27A1
ENSG00000229314,ORM1
ENSG00000228278,ORM2
ENSG00000106948,AKNA
ENSG00000235119,RP11-9M16.2
ENSG00000181634,TNFSF15
ENSG00000041982,TNC
ENSG00000182752,PAPPA
ENSG00000136869,TLR4
ENSG00000228512,RP11-281A20.2
ENSG00000106780,MEGF9
ENSG00000226752,PSMD5-AS1
ENSG00000119403,PHF19
ENSG00000056558,TRAF1
ENSG00000119397,CNTRL
ENSG00000148180,GSN
ENSG00000235865,GSN-AS1
ENSG00000148175,STOM
ENSG00000185681,MORN5
ENSG00000095303,PTGS1
ENSG00000233616,RP11-542K23.10
ENSG00000229245,RP11-542K23.7
ENSG00000188394,GPR21
ENSG00000044574,HSPA5
ENSG00000167094,TTC16
ENSG00000095370,SH2D3C
ENSG00000106991,ENG
ENSG00000167103,PIP5KL1
ENSG00000197694,SPTAN1
ENSG00000234705,HMGA1P4
ENSG00000119335,SET
ENSG00000160446,ZDHHC12
ENSG00000095321,CRAT
ENSG00000188483,IER5L
ENSG00000268050,RP11-247A12.8
ENSG00000179082,C9orf106
ENSG00000230676,RP11-65J3.3
ENSG00000261334,RP11-65J3.14
ENSG00000239353,RP11-492E3.51
ENSG00000227619,RP11-492E3.2
ENSG00000179058,C9orf50
ENSG00000236024,PRRX2-AS1
ENSG00000148344,PTGES
ENSG00000136878,USP20
ENSG00000187239,FNBP1
ENSG00000270755,RP11-138E2.1
ENSG00000148357,HMCN2
ENSG00000050555,LAMC3
ENSG00000246851,RP11-544A12.8
ENSG00000230289,RP11-334J6.6
ENSG00000196358,NTNG2
ENSG00000125492,BARHL1
ENSG00000165695,AK8
ENSG00000171102,OBP2B
ENSG00000160323,ADAMTS13
ENSG00000160326,SLC2A6
ENSG00000123453,SARDH
ENSG00000273473,LL09NC01-139C3.1
ENSG00000228877,RP11-473E2.4
ENSG00000085265,FCN1
ENSG00000122136,OBP2A
ENSG00000122133,PAEP
ENSG00000237886,NALT1
ENSG00000213213,CCDC183
ENSG00000169583,CLIC3
ENSG00000180539,C9orf139
ENSG00000180549,FUT7
ENSG00000236394,RP11-229P13.15
ENSG00000198569,SLC34A3
ENSG00000188229,TUBB4B
ENSG00000197768,C9orf173
ENSG00000188747,NOXA1
ENSG00000188833,ENTPD8
ENSG00000177947,ODF3
ENSG00000254559,RP11-304M2.5
ENSG00000185201,IFITM2
ENSG00000142089,IFITM3
ENSG00000255237,RP13-317D12.3
ENSG00000185507,IRF7
ENSG00000099834,CDHR5
ENSG00000255108,AP006621.8
ENSG00000254872,RP13-870H17.3
ENSG00000184545,DUSP8
ENSG00000233930,KRTAP5-AS1
ENSG00000244242,IFITM10
ENSG00000149043,SYT8
ENSG00000130598,TNNI2
ENSG00000130592,LSP1
ENSG00000130595,TNNT3
ENSG00000167244,IGF2
ENSG00000110665,C11orf21
ENSG00000064201,TSPAN32
ENSG00000070985,TRPM5
ENSG00000053918,KCNQ1
ENSG00000269821,KCNQ1OT1
ENSG00000229414,KCNQ1-AS1
ENSG00000237941,KCNQ1DN
ENSG00000129757,CDKN1C
ENSG00000110628,SLC22A18
ENSG00000181649,PHLDA2
ENSG00000236301,MRGPRG-AS1
ENSG00000177105,RHOG
ENSG00000180785,OR51E1
ENSG00000167332,OR51E2
ENSG00000244734,HBB
ENSG00000223609,HBD
ENSG00000213934,HBG1
ENSG00000196565,HBG2
ENSG00000213931,HBE1
ENSG00000183251,OR51B4
ENSG00000175518,UBQLNL
