source,target,importance
SAMD11,CCDC70,0.1428571428571428
SAMD11,COMMD6,0.25
SAMD11,ARGLU1,0.1111111111111111
SAMD11,ANKRD10,0.1666666666666666
SAMD11,TMEM255B,0.1666666666666666
SAMD11,TRAC,0.1428571428571428
SAMD11,DHRS2,0.1052631578947368
SAMD11,REC8,0.125
SAMD11,C14orf105,0.2
SAMD11,TMEM229B,0.1666666666666666
SAMD11,RGS6,0.1333333333333333
SAMD11,FAM161B,0.1111111111111111
SAMD11,C14orf180,0.1428571428571428
SAMD11,SCG5,0.125
SAMD11,PATL2,0.1818181818181818
SAMD11,HDC,0.125
SAMD11,KIAA0101,0.2142857142857142
SAMD11,OAZ2,0.1428571428571428
SAMD11,LARP6,0.1111111111111111
SAMD11,HIGD2B,0.125
SAMD11,ISLR2,0.1111111111111111
SAMD11,PSMA4,0.1176470588235294
SAMD11,NGRN,0.125
SAMD11,NHLRC4,0.1428571428571428
SAMD11,MSRB1,0.1333333333333333
SAMD11,CCDC64B,0.1111111111111111
SAMD11,DNASE1,0.1111111111111111
SAMD11,ATF7IP2,0.1111111111111111
SAMD11,C16orf45,0.125
SAMD11,METTL9,0.1111111111111111
SAMD11,C16orf54,0.1666666666666666
SAMD11,TMEM219,0.125
SAMD11,PYDC1,0.1333333333333333
SAMD11,ZNF843,0.1666666666666666
SAMD11,IRX6,0.1428571428571428
SAMD11,MT2A,0.1111111111111111
SAMD11,MT1E,0.1428571428571428
SAMD11,MT1M,0.1428571428571428
SAMD11,MT1F,0.1428571428571428
SAMD11,MT1G,0.1176470588235294
SAMD11,LRRC36,0.2
SAMD11,EDC4,0.1666666666666666
SAMD11,COTL1,0.1111111111111111
SAMD11,CBFA2T3,0.1764705882352941
SAMD11,ASPA,0.1333333333333333
SAMD11,ZMYND15,0.2222222222222222
SAMD11,AIPL1,0.1052631578947368
SAMD11,FBXO39,0.1428571428571428
SAMD11,SHBG,0.1111111111111111
SAMD11,ODF4,0.1111111111111111
SAMD11,TEKT3,0.1428571428571428
SAMD11,CDRT4,0.2
SAMD11,RASD1,0.2307692307692307
SAMD11,GRAPL,0.1111111111111111
SAMD11,CORO6,0.125
SAMD11,EVI2A,0.1428571428571428
SAMD11,SLFN5,0.1428571428571428
SAMD11,HEATR9,0.1666666666666666
SAMD11,PSMB3,0.1333333333333333
SAMD11,EIF1,0.1428571428571428
SAMD11,SP6,0.1666666666666666
SAMD11,HOXB5,0.1052631578947368
SAMD11,HOXB6,0.1428571428571428
SAMD11,DLX4,0.1111111111111111
SAMD11,EPN3,0.1052631578947368
SAMD11,YPEL2,0.1428571428571428
SAMD11,LIMD2,0.125
SAMD11,HN1,0.2222222222222222
SAMD11,SMIM5,0.1666666666666666
SAMD11,AFMID,0.1818181818181818
SAMD11,PPP1R27,0.125
SAMD11,SETBP1,0.1111111111111111
SAMD11,RNF165,0.125
SAMD11,TRIB3,0.1034482758620689
SAMD11,C20orf202,0.2
SAMD11,C20orf141,0.1666666666666666
SAMD11,C20orf194,0.2
SAMD11,NKX2-4,0.2
SAMD11,CST9L,0.1111111111111111
SAMD11,CST1,0.1111111111111111
SAMD11,CCM2L,0.1666666666666666
SAMD11,TP53INP2,0.1176470588235294
SAMD11,GTSF1L,0.1666666666666666
SAMD11,PKIG,0.2
SAMD11,ZSWIM1,0.1666666666666666
SAMD11,FAM209A,0.2
SAMD11,THEG,0.25
SAMD11,ODF3L2,0.1428571428571428
SAMD11,POLR2E,0.1333333333333333
SAMD11,MIDN,0.1818181818181818
SAMD11,REEP6,0.1538461538461538
SAMD11,IZUMO4,0.1666666666666666
SAMD11,GADD45B,0.1538461538461538
SAMD11,TLE6,0.1052631578947368
SAMD11,TLE2,0.2
SAMD11,RETN,0.1052631578947368
SAMD11,OLFM2,0.1333333333333333
SAMD11,C19orf38,0.1666666666666666
SAMD11,ZNF763,0.2222222222222222
SAMD11,ZNF844,0.2222222222222222
SAMD11,ZNF625,0.2222222222222222
SAMD11,KLF1,0.1052631578947368
SAMD11,IER2,0.1666666666666666
SAMD11,RLN3,0.1111111111111111
SAMD11,SAMD1,0.3571428571428571
SAMD11,HSH2D,0.1666666666666666
SAMD11,CIB3,0.1428571428571428
SAMD11,KIAA1683,0.3333333333333333
SAMD11,LRRC25,0.1111111111111111
SAMD11,ZNF431,0.1666666666666666
SAMD11,ZFP82,0.1111111111111111
SAMD11,ZNF570,0.1111111111111111
SAMD11,C19orf33,0.125
SAMD11,FCGBP,0.125
SAMD11,HIPK4,0.1176470588235294
SAMD11,SERTAD1,0.2
SAMD11,ZNF541,0.2307692307692307
SAMD11,EMP3,0.1111111111111111
SAMD11,FAM83E,0.1428571428571428
SAMD11,CD37,0.1111111111111111
SAMD11,ATF5,0.125
SAMD11,ZNF610,0.1111111111111111
SAMD11,ZNF578,0.2
SAMD11,ZNF83,0.2222222222222222
SAMD11,ZNF677,0.1111111111111111
SAMD11,UFD1L,0.1052631578947368
SAMD11,CDC45,0.1666666666666666
SAMD11,RANBP1,0.1111111111111111
SAMD11,YPEL1,0.1666666666666666
SAMD11,CCDC157,0.2
SAMD11,DUSP18,0.125
SAMD11,ISX,0.1818181818181818
SAMD11,TMPRSS6,0.1052631578947368
SAMD11,GRAP2,0.1666666666666666
SAMD11,FAM83F,0.1428571428571428
SAMD11,FAM118A,0.1428571428571428
SAMD11,ODF3B,0.1666666666666666
SAMD11,KLHDC7B,0.2
SAMD11,SYCE3,0.1666666666666666
SAMD11,MAP3K7CL,0.3333333333333333
SAMD11,DNAJC28,0.1111111111111111
SAMD11,DNMT3L,0.1363636363636363
PERM1,SAMD11,0.125
PERM1,CALML6,0.25
PERM1,TRIM63,0.1052631578947368
PERM1,SH3BGRL3,0.1428571428571428
PERM1,HMGN2,0.1538461538461538
PERM1,THEMIS2,0.2222222222222222
PERM1,BSDC1,0.2
PERM1,PSMB2,0.1111111111111111
PERM1,MAP7D1,0.1428571428571428
PERM1,CITED4,0.25
PERM1,PPCS,0.1666666666666666
PERM1,TESK2,0.1052631578947368
PERM1,CDKN2C,0.125
PERM1,GIPC2,0.1428571428571428
PERM1,IFI44L,0.1428571428571428
PERM1,GPR88,0.1176470588235294
PERM1,C1orf194,0.125
PERM1,FAM212B,0.125
PERM1,FAM46C,0.1538461538461538
PERM1,POLR3GL,0.1111111111111111
PERM1,PPIAL4G,0.1111111111111111
PERM1,PDE4DIP,0.1666666666666666
PERM1,HIST2H2AC,0.125
PERM1,MTMR11,0.125
PERM1,PLEKHO1,0.1666666666666666
PERM1,BNIPL,0.2
PERM1,GABPB2,0.1111111111111111
PERM1,CELF3,0.1111111111111111
PERM1,SPRR2D,0.125
PERM1,CRABP2,0.1428571428571428
PERM1,NIT1,0.2857142857142857
PERM1,CFAP126,0.125
PERM1,FCRLA,0.125
PERM1,IER5,0.1666666666666666
PERM1,CDK18,0.1666666666666666
PERM1,PTPN14,0.2
PERM1,PGBD5,0.1111111111111111
PERM1,CAPN9,0.125
PERM1,IRF2BP2,0.2
PERM1,EML6,0.1666666666666666
PERM1,UGP2,0.1176470588235294
PERM1,RFX8,0.125
PERM1,RGPD5,0.125
PERM1,LIMS3,0.2
PERM1,ZC3H6,0.125
PERM1,RGPD8,0.1111111111111111
PERM1,BAZ2B,0.1111111111111111
PERM1,CCDC141,0.1111111111111111
PERM1,ALS2CR12,0.1111111111111111
PERM1,CDK15,0.125
PERM1,IKZF2,0.1111111111111111
PERM1,GMPPA,0.125
PERM1,AQP12B,0.1428571428571428
PERM1,BHLHE40,0.1034482758620689
PERM1,LMCD1,0.1818181818181818
PERM1,RBMS3,0.1333333333333333
PERM1,ARPP21,0.1666666666666666
PERM1,DCLK3,0.2
PERM1,UBA7,0.125
PERM1,FRG2C,0.25
PERM1,FILIP1L,0.4
PERM1,ARGFX,0.1111111111111111
PERM1,ZBTB38,0.1111111111111111
PERM1,SAMD7,0.2222222222222222
PERM1,S100P,0.1111111111111111
PERM1,ARAP2,0.1111111111111111
PERM1,CCNG2,0.2222222222222222
PERM1,BMP2K,0.125
PERM1,C4orf22,0.4
PERM1,DSPP,0.125
PERM1,CXXC4,0.1818181818181818
PERM1,JADE1,0.1071428571428571
PERM1,MAB21L2,0.2
PERM1,SPATA4,0.125
PERM1,STOX2,0.2222222222222222
PERM1,FRG2,0.25
PERM1,LIX1,0.1666666666666666
PERM1,MCC,0.1176470588235294
PERM1,FAM170A,0.1111111111111111
PERM1,FAM71B,0.2
PERM1,CCNJL,0.2
PERM1,PTTG1,0.1333333333333333
PERM1,PFN3,0.2
PERM1,ZNF454,0.1111111111111111
PERM1,ZNF879,0.125
PERM1,TUBB2A,0.1176470588235294
PERM1,RREB1,0.12
PERM1,RNF182,0.1111111111111111
PERM1,ATXN1,0.1153846153846153
PERM1,PPP1R18,0.125
PERM1,DPCR1,0.1666666666666666
PERM1,APOBEC2,0.1538461538461538
PERM1,MDFI,0.1333333333333333
PERM1,TFEB,0.1071428571428571
PERM1,TCTE1,0.1428571428571428
PERM1,RCAN2,0.25
PERM1,LGSN,0.1666666666666666
PERM1,PNRC1,0.2
PERM1,EYA4,0.1052631578947368
PERM1,TXLNB,0.1666666666666666
PERM1,PPP1R14C,0.125
PERM1,PSMB1,0.1111111111111111
PERM1,ADAP1,0.1333333333333333
PERM1,POU6F2,0.1538461538461538
PERM1,ZNF117,0.2222222222222222
PERM1,TRIM74,0.125
PERM1,CLIP2,0.2222222222222222
PERM1,GTF2IRD2,0.1111111111111111
PERM1,CCDC146,0.1428571428571428
PERM1,SAMD9L,0.1666666666666666
PERM1,C7orf61,0.25
PERM1,TSC22D4,0.125
PERM1,MYL10,0.125
PERM1,AASS,0.1052631578947368
PERM1,ZNF425,0.1538461538461538
PERM1,ZNF467,0.1111111111111111
PERM1,ZNF862,0.3333333333333333
PERM1,VCX3B,0.1666666666666666
PERM1,RAI2,0.1428571428571428
PERM1,MAGEB2,0.1666666666666666
PERM1,DYNLT3,0.1333333333333333
PERM1,MAGED1,0.15
PERM1,TRO,0.1111111111111111
PERM1,SH3BGRL,0.2857142857142857
PERM1,KLHL4,0.1428571428571428
PERM1,TGIF2LX,0.1111111111111111
PERM1,ZMAT1,0.1666666666666666
PERM1,NXF3,0.1818181818181818
PERM1,TCEAL5,0.1666666666666666
PERM1,BEX2,0.125
PERM1,WBP5,0.2
PERM1,TSC22D3,0.1111111111111111
PERM1,TEX13D,0.1666666666666666
PERM1,SASH3,0.1176470588235294
PERM1,BCORL1,0.1111111111111111
PERM1,TFDP3,0.1428571428571428
PERM1,SPANXD,0.4
PERM1,MAGEA9B,0.1428571428571428
PERM1,KIAA1456,0.2
PERM1,MTUS1,0.1333333333333333
PERM1,PHYHIP,0.1666666666666666
PERM1,PLEKHA2,0.1428571428571428
PERM1,ZMAT4,0.1428571428571428
PERM1,PCMTD1,0.125
PERM1,C8orf46,0.125
PERM1,RALYL,0.125
PERM1,BAALC,0.1111111111111111
PERM1,FBXO32,0.1666666666666666
PERM1,FAM84B,0.1666666666666666
PERM1,SLA,0.1333333333333333
PERM1,FAM214B,0.2
PERM1,SPAG8,0.1333333333333333
PERM1,GADD45G,0.1666666666666666
PERM1,SVEP1,0.1333333333333333
PERM1,ZNF483,0.125
PERM1,PHF19,0.1333333333333333
PERM1,SARDH,0.1111111111111111
PERM1,CLIC3,0.125
PERM1,ODF3,0.1111111111111111
PERM1,DUSP8,0.1428571428571428
PERM1,C11orf21,0.25
PERM1,SOX6,0.1034482758620689
PERM1,LPXN,0.125
PERM1,FAM111A,0.1176470588235294
PERM1,PPP1R32,0.1428571428571428
PERM1,LGALS12,0.1666666666666666
PERM1,TIGD3,0.1666666666666666
PERM1,CCS,0.1428571428571428
PERM1,PLEKHB1,0.125
PERM1,CHRDL2,0.125
PERM1,PRSS23,0.1111111111111111
PERM1,PIWIL4,0.1052631578947368
PERM1,C11orf70,0.1428571428571428
PERM1,ANKK1,0.1666666666666666
PERM1,CELF2,0.125
PERM1,CREM,0.1428571428571428
PERM1,C10orf10,0.1111111111111111
PERM1,PTPN20,0.1111111111111111
PERM1,PGBD3,0.2
PERM1,SH2D4B,0.25
PERM1,SHOC2,0.125
PERM1,PTPRE,0.1666666666666666
PERM1,TCERG1L,0.3333333333333333
PERM1,AKAP3,0.1333333333333333
PERM1,KIAA1551,0.1111111111111111
PERM1,TUBA1C,0.1052631578947368
PERM1,ANKRD33,0.1111111111111111
PERM1,KRT7,0.1538461538461538
PERM1,KRT8,0.125
PERM1,PFDN5,0.1764705882352941
PERM1,FAM19A2,0.2222222222222222
PERM1,BTG1,0.1428571428571428
PERM1,HSPB8,0.1666666666666666
PERM1,MORN3,0.2
PERM1,TUBA3C,0.1818181818181818
PERM1,TSC22D1,0.2857142857142857
PERM1,COMMD6,0.2857142857142857
PERM1,SOX21,0.125
PERM1,DHRS2,0.1111111111111111
PERM1,IRF9,0.1052631578947368
PERM1,PPP1R14D,0.125
PERM1,PATL2,0.2
PERM1,HDC,0.1333333333333333
PERM1,OAZ2,0.1538461538461538
PERM1,LARP6,0.1176470588235294
PERM1,PSMA4,0.125
PERM1,CCDC64B,0.125
PERM1,RBFOX1,0.1052631578947368
PERM1,ATF7IP2,0.2857142857142857
PERM1,CCDC189,0.1666666666666666
PERM1,MT2A,0.1176470588235294
PERM1,MT1E,0.1538461538461538
PERM1,MT1M,0.1538461538461538
PERM1,MT1F,0.1538461538461538
PERM1,MT1G,0.125
PERM1,NLRC5,0.1052631578947368
PERM1,EDC4,0.1818181818181818
PERM1,CMTR2,0.25
PERM1,ZFHX3,0.1111111111111111
PERM1,KIAA0513,0.25
PERM1,FAM92B,0.1111111111111111
PERM1,ZMYND15,0.25
PERM1,AIPL1,0.1111111111111111
PERM1,LRRC75A,0.25
PERM1,SLFN5,0.1666666666666666
PERM1,PSMB3,0.1428571428571428
PERM1,EIF1,0.1538461538461538
PERM1,DLX4,0.1176470588235294
PERM1,BPTF,0.1304347826086956
PERM1,HN1,0.25
PERM1,AFMID,0.2
PERM1,RBFOX3,0.2222222222222222
PERM1,ZNF396,0.2
PERM1,EBF4,0.1111111111111111
PERM1,MROH8,0.25
PERM1,PKIG,0.2222222222222222
PERM1,ZSWIM1,0.2
PERM1,THEG,0.125
PERM1,MIDN,0.2
PERM1,IZUMO4,0.2
PERM1,GADD45B,0.1666666666666666
PERM1,OLFM2,0.1428571428571428
PERM1,ZNF763,0.1111111111111111
PERM1,ZNF844,0.1111111111111111
PERM1,ZNF625,0.1111111111111111
PERM1,KLF1,0.1111111111111111
PERM1,IER2,0.1818181818181818
PERM1,KIAA1683,0.1666666666666666
