label,accuracy,f1,pred 0,prob 0,test 0,pred 1,prob 1,test 1,pred 2,prob 2,test 2,pred 3,prob 3,test 3,pred 4,prob 4,test 4,pred 5,prob 5,test 5,pred 6,prob 6,test 6,pred 7,prob 7,test 7,pred 8,prob 8,test 8,pred 9,prob 9,test 9,pred10,prob10,test10,pred11,prob11,test11,pred12,prob12,test12,pred13,prob13,test13,pred14,prob14,test14,pred15,prob15,test15,pred16,prob16,test16,pred17,prob17,test17,pred18,prob18,test18,pred19,prob19,test19,pred20,prob20,test20,pred21,prob21,test21,pred22,prob22,test22,pred23,prob23,test23,pred24,prob24,test24,pred25,prob25,test25,pred26,prob26,test26,pred27,prob27,test27,pred28,prob28,test28,pred29,prob29,test29,pred30,prob30,test30,pred31,prob31,test31,pred32,prob32,test32,pred33,prob33,test33,pred34,prob34,test34,pred35,prob35,test35,pred36,prob36,test36,pred37,prob37,test37,pred38,prob38,test38,pred39,prob39,test39,pred40,prob40,test40,pred41,prob41,test41,pred42,prob42,test42,pred43,prob43,test43,pred44,prob44,test44,pred45,prob45,test45,pred46,prob46,test46,pred47,prob47,test47,pred48,prob48,test48,pred49,prob49,test49,pred50,prob50,test50,pred51,prob51,test51,pred52,prob52,test52,pred53,prob53,test53,pred54,prob54,test54,pred55,prob55,test55,pred56,prob56,test56,pred57,prob57,test57,pred58,prob58,test58,pred59,prob59,test59,pred60,prob60,test60,pred61,prob61,test61,pred62,prob62,test62,pred63,prob63,test63,pred64,prob64,test64,pred65,prob65,test65,pred66,prob66,test66,pred67,prob67,test67,pred68,prob68,test68,pred69,prob69,test69,pred70,prob70,test70,pred71,prob71,test71,pred72,prob72,test72
     119,  36.99%,0.18000000000000002,-1,0.4936531,0,-1,0.4936531,0,-1,0.4936531,0,-1,0.48222154,0,-1,0.4936531,0,-1,0.4936531,0,0,0.40848368,0,0,0.40848368,0,0,0.40848368,0,0,0.40848368,0,0,0.40848368,1,-1,0.4936531,0,-1,0.4936531,0,0,0.40848368,0,-1,0.48222154,0,0,0.40848368,0,-1,0.47302458,0,-1,0.47302458,0,-1,0.4769411,0,-1,0.4769411,0,0,0.4058131,0,0,0.4058131,0,-1,0.48693606,0,-1,0.48693606,0,-1,0.4974513,0,-1,0.4974513,0,-1,0.45606673,0,-1,0.45606673,0,-1,0.48222154,0,-1,0.48068082,0,-1,0.48068082,0,-1,0.48222157,0,0,0.4189986,0,0,0.4189986,0,0,0.4189986,0,-1,0.48222154,0,0,0.41187987,0,0,0.41187987,0,0,0.41187987,0,0,0.41187987,0,0,0.41187987,0,0,0.41187987,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,-1,0.45904532,0,0,0.4063955,0,0,0.4063955,0,0,0.4063955,0,0,0.4063955,0,0,0.4063955,0,0,0.4063955,0,-1,0.49134803,0,-1,0.49134803,0,-1,0.49134803,0,0,0.4189986,0,0,0.4189986,0,0,0.4189986,0,0,0.4189986,0,-1,0.4932878,0,-1,0.4932878,0,-1,0.4932878,0,-1,0.4875315,0,-1,0.4875315,0,-1,0.4875315,0
     120,   0.00%,0.0,1,0.6096549,-1,1,0.6096549,-1,1,0.6096549,-1,1,0.6125087,0,1,0.6096549,-1,1,0.6096549,0,1,0.6938619,0,1,0.6938619,0,1,0.6938619,0,1,0.6938619,0,1,0.6938619,0,1,0.6096549,0,1,0.6096549,0,1,0.6938619,0,1,0.6125087,0,1,0.6938619,0,1,0.6125828,0,1,0.6125828,0,1,0.61436236,0,1,0.61436236,0,1,0.6938609,0,1,0.6938609,0,1,0.6126093,0,1,0.6126093,0,1,0.61322016,0,1,0.61322016,0,1,0.6180451,0,1,0.6180451,0,1,0.6125087,0,1,0.61318684,0,1,0.61318684,0,1,0.6125087,0,1,0.69433725,0,1,0.69433725,0,1,0.69433725,0,1,0.6125087,0,1,0.6982228,0,1,0.6982228,0,1,0.6982228,0,1,0.6982228,0,1,0.6982228,0,1,0.6982228,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.61775726,0,1,0.6920621,0,1,0.6920621,0,1,0.6920621,0,1,0.6920621,0,1,0.6920621,0,1,0.6920621,0,1,0.614662,0,1,0.614662,0,1,0.61466193,0,1,0.69433725,0,1,0.69433725,0,1,0.69433725,0,1,0.69433725,0,1,0.61059767,0,1,0.61059767,0,1,0.61059767,0,1,0.6136169,0,1,0.6136169,0,1,0.6136169,0
     121,  34.25%,0.3047619047619048,1,0.38602564,0,1,0.38602564,0,1,0.38602564,0,1,0.39039493,0,1,0.38602564,0,1,0.38602564,0,1,0.41432276,0,1,0.41432276,0,1,0.41432276,0,1,0.41432276,0,1,0.41432276,0,1,0.38602564,0,1,0.38602564,0,1,0.41432276,1,1,0.39039493,0,1,0.41432276,0,1,0.39109522,0,1,0.39109522,0,1,0.39333194,0,1,0.39333194,1,0,0.43085605,0,0,0.43085605,0,1,0.38858712,0,1,0.38858712,0,1,0.39018637,1,1,0.39018637,1,1,0.39000863,0,1,0.39000863,0,1,0.39039493,0,1,0.39338276,0,1,0.39338276,0,1,0.39039493,0,0,0.43520603,0,0,0.43520603,0,0,0.43520603,0,1,0.39039493,0,0,0.42687276,0,0,0.42687276,0,0,0.42687276,0,0,0.42687276,0,0,0.42687276,0,0,0.42687276,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,1,0.39136037,0,0,0.42811623,0,0,0.42811623,0,0,0.42811623,0,0,0.42811623,0,0,0.42811623,0,0,0.42811623,0,1,0.3909616,0,1,0.3909616,0,1,0.3909616,0,0,0.43520603,0,0,0.43520603,0,0,0.43520603,0,0,0.43520603,0,1,0.3886315,0,1,0.3886315,0,1,0.3886315,0,1,0.38961527,0,1,0.38961527,0,1,0.38961527,0
     122,  49.32%,0.2963917525773196,0,0.36903644,-1,0,0.36903644,-1,0,0.36903644,0,0,0.3705088,0,0,0.36903644,-1,0,0.36903644,0,1,0.4411838,-1,1,0.4411838,-1,1,0.4411838,0,1,0.4411838,0,1,0.4411838,1,0,0.36903644,0,0,0.36903644,0,1,0.4411838,0,0,0.3705088,0,1,0.4411838,1,0,0.37456328,1,0,0.37456328,0,0,0.37162656,1,0,0.37162656,1,1,0.43713018,0,1,0.43713018,0,0,0.36885145,-1,0,0.36885145,-1,0,0.36509955,1,0,0.36509955,0,0,0.38105148,-1,0,0.38105148,-1,0,0.3705088,0,1,0.37307966,0,1,0.37307966,0,0,0.37050873,0,0,0.4420555,0,0,0.4420555,1,0,0.4420555,0,0,0.3705088,0,0,0.44883236,1,0,0.44883236,0,0,0.44883236,1,0,0.44883236,1,0,0.44883236,0,0,0.44883236,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.38255885,1,0,0.44084042,0,0,0.44084042,0,0,0.44084042,0,0,0.44084042,0,0,0.44084042,0,0,0.44084042,0,1,0.3647591,1,1,0.3647591,1,1,0.3647591,1,0,0.4420555,0,0,0.4420555,0,0,0.4420555,0,0,0.4420555,0,0,0.3660355,0,0,0.3660355,0,0,0.3660355,0,0,0.36843252,0,0,0.36843252,0,0,0.36843252,0
     123,   1.37%,0.014492753623188406,-1,0.4154166,0,-1,0.4154166,0,-1,0.4154166,0,-1,0.40557122,0,-1,0.4154166,-1,-1,0.4154166,0,1,0.48788488,0,1,0.48788488,0,1,0.48788488,0,1,0.48788488,0,1,0.48788488,0,-1,0.4154166,0,-1,0.4154166,0,1,0.48788488,0,-1,0.40557122,0,1,0.48788488,0,-1,0.40609443,0,-1,0.40609443,0,-1,0.39931664,1,-1,0.39931664,1,1,0.4899132,0,1,0.4899132,0,-1,0.4114272,0,-1,0.4114272,0,-1,0.40622997,0,-1,0.40622997,0,-1,0.4064572,0,-1,0.4064572,0,-1,0.40557122,0,-1,0.39478263,0,-1,0.39478266,0,-1,0.40557122,0,1,0.4820214,0,1,0.4820214,0,1,0.4820214,0,-1,0.40557122,0,1,0.4920634,0,1,0.4920634,0,1,0.4920634,0,1,0.4920634,0,1,0.4920634,0,1,0.4920634,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,-1,0.3954786,0,1,0.4913219,0,1,0.4913219,0,1,0.4913219,0,1,0.4913219,0,1,0.4913219,0,1,0.4913219,0,-1,0.40438345,0,-1,0.40438345,0,-1,0.4043834,0,1,0.48202145,0,1,0.48202133,0,1,0.48202133,0,1,0.48202133,0,-1,0.41297325,0,-1,0.41297325,0,-1,0.41297325,0,-1,0.4103082,0,-1,0.4103082,0,-1,0.4103082,0
     124,   0.00%,0.0,-1,0.5674432,0,-1,0.5674432,0,-1,0.5674432,0,-1,0.55748224,0,-1,0.5674432,0,-1,0.5674432,0,-1,0.3429924,0,-1,0.3429924,0,-1,0.3429924,0,-1,0.3429924,0,-1,0.3429924,0,-1,0.5674432,0,-1,0.5674432,0,-1,0.3429924,0,-1,0.55748224,0,-1,0.3429924,0,-1,0.55800885,0,-1,0.55800885,0,-1,0.55303925,0,-1,0.55303925,0,-1,0.34564796,0,-1,0.34564796,0,-1,0.5625337,0,-1,0.5625337,0,-1,0.5565049,0,-1,0.5565049,0,-1,0.5607789,0,-1,0.5607789,0,-1,0.55748224,0,-1,0.54797494,0,-1,0.54797494,0,-1,0.5574822,0,-1,0.34673905,0,-1,0.34673905,0,-1,0.34673905,0,-1,0.55748224,0,1,0.34188363,0,1,0.34188363,0,1,0.34188363,0,1,0.34188363,0,1,0.34188363,0,1,0.34188363,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.5519115,0,-1,0.33849737,0,-1,0.33849737,0,-1,0.33849737,0,-1,0.33849737,0,-1,0.33849737,0,-1,0.33849737,0,-1,0.5551459,0,-1,0.5551459,0,-1,0.555146,0,-1,0.34673905,0,-1,0.34673905,0,-1,0.34673905,0,-1,0.34673905,0,-1,0.5622751,0,-1,0.5622751,0,-1,0.5622751,0,-1,0.5604988,0,-1,0.5604988,0,-1,0.5604988,0
     125,  17.81%,0.13978494623655915,-1,0.45194578,-1,-1,0.45194578,-1,-1,0.45194578,0,-1,0.4476619,0,-1,0.45194578,-1,-1,0.45194578,0,1,0.46656552,0,1,0.46656552,-1,1,0.46656552,0,1,0.46656552,-1,1,0.46656552,0,-1,0.45194578,0,-1,0.45194578,0,1,0.46656552,0,-1,0.4476619,0,1,0.46656552,0,-1,0.44872397,1,-1,0.44872397,0,-1,0.44542652,-1,-1,0.44542652,-1,1,0.4296883,-1,1,0.4296883,-1,-1,0.44776607,-1,-1,0.44776607,-1,-1,0.44536692,-1,-1,0.44536692,-1,-1,0.44429934,-1,-1,0.44429934,-1,-1,0.4476619,0,-1,0.44171357,-1,-1,0.4417136,-1,-1,0.44766188,0,1,0.42349246,0,1,0.42349246,0,1,0.42349246,0,-1,0.4476619,0,1,0.49081308,0,1,0.49081308,0,1,0.49081308,0,1,0.49081308,0,1,0.49081308,0,1,0.49081308,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,-1,0.4358957,0,1,0.46878657,0,1,0.46878657,0,1,0.46878657,0,1,0.46878657,0,1,0.46878657,0,1,0.46878657,0,-1,0.44627172,0,-1,0.44627172,0,-1,0.44627172,1,1,0.42349246,0,1,0.42349246,0,1,0.42349246,0,1,0.42349246,0,-1,0.45390296,0,-1,0.45390296,0,-1,0.45390296,0,-1,0.44837704,0,-1,0.44837704,0,-1,0.44837704,0
     126,  34.25%,0.2201144233664559,1,0.43049303,0,1,0.43049303,0,1,0.43049303,1,1,0.43602923,0,1,0.43049303,0,1,0.43049303,1,0,0.5239278,0,0,0.5239278,0,0,0.5239278,1,0,0.5239278,1,0,0.5239278,1,1,0.43049303,1,1,0.43049303,1,0,0.5239278,1,1,0.43602923,0,0,0.5239278,1,1,0.44003356,0,1,0.44003356,0,1,0.44530717,-1,1,0.44530717,-1,0,0.5357292,-1,0,0.5357292,-1,1,0.4316912,-1,1,0.4316912,-1,1,0.4229041,-1,1,0.4229041,-1,1,0.45003203,-1,1,0.45003203,-1,1,0.43602923,0,1,0.43450934,0,1,0.43450934,0,1,0.4360293,0,0,0.53400135,0,0,0.53400135,0,0,0.53400135,0,1,0.43602923,0,0,0.54106,0,0,0.54106,0,0,0.54106,0,0,0.54106,0,0,0.54106,0,0,0.54106,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,1,0.44908506,0,0,0.53869456,0,0,0.53869456,0,0,0.53869456,0,0,0.53869456,0,0,0.53869456,0,0,0.53869456,0,1,0.43118054,0,1,0.43118054,0,1,0.4311806,0,0,0.53400135,0,0,0.53400135,0,0,0.53400135,0,0,0.53400135,0,1,0.42975762,0,1,0.42975762,0,1,0.42975762,0,1,0.4330154,0,1,0.4330154,0,1,0.4330154,0
     127,   1.37%,0.014492753623188406,-1,0.3998735,0,-1,0.3998735,0,-1,0.3998735,0,-1,0.3846688,0,-1,0.3998735,-1,-1,0.3998735,0,1,0.4533727,0,1,0.4533727,0,1,0.4533727,0,1,0.4533727,0,1,0.4533727,0,-1,0.3998735,0,-1,0.3998735,0,1,0.4533727,0,-1,0.3846688,0,1,0.4533727,0,-1,0.38258427,0,-1,0.38258427,0,-1,0.37465683,0,-1,0.37465683,0,1,0.45212513,0,1,0.45212513,0,-1,0.3908069,0,-1,0.3908069,0,-1,0.3943014,0,-1,0.3943014,0,-1,0.37840766,0,-1,0.37840766,0,-1,0.3846688,0,-1,0.3750125,0,-1,0.3750125,0,-1,0.3846688,0,1,0.4604137,0,1,0.4604137,0,1,0.4604137,0,-1,0.3846688,0,1,0.4501846,0,1,0.4501846,0,1,0.4501846,0,1,0.4501846,0,1,0.4501846,0,1,0.4501846,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,-1,0.3722576,0,1,0.45376712,0,1,0.45376712,0,1,0.45376712,0,1,0.45376712,0,1,0.45376712,0,1,0.45376712,0,-1,0.38382632,0,-1,0.38382632,0,-1,0.38382632,0,1,0.46041372,0,1,0.4604137,0,1,0.4604137,0,1,0.4604137,0,-1,0.3957114,0,-1,0.3957114,0,-1,0.3957114,0,-1,0.38876534,0,-1,0.38876534,0,-1,0.38876534,0
     128,   9.59%,0.06140350877192982,-1,0.4783708,0,-1,0.4783708,0,-1,0.4783708,1,-1,0.47058487,0,-1,0.4783708,0,-1,0.4783708,1,-1,0.4291744,0,-1,0.4291744,0,-1,0.4291744,1,-1,0.4291744,0,-1,0.4291744,1,-1,0.4783708,0,-1,0.4783708,0,-1,0.4291744,0,-1,0.47058487,0,-1,0.4291744,0,-1,0.46554455,0,-1,0.46554455,0,-1,0.4734579,0,-1,0.4734579,0,-1,0.38735348,0,-1,0.38735348,0,-1,0.47389203,0,-1,0.47389203,0,-1,0.46799392,0,-1,0.46799392,0,-1,0.47541395,0,-1,0.47541395,0,-1,0.47058487,0,-1,0.46039796,0,-1,0.460398,0,-1,0.47058487,0,0,0.37417364,0,0,0.37417364,0,0,0.37417364,0,-1,0.47058487,0,-1,0.43269664,0,-1,0.43269664,0,-1,0.43269664,0,-1,0.43269664,0,-1,0.43269664,0,-1,0.43269664,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.47198433,0,-1,0.41007996,0,-1,0.41007996,0,-1,0.41007996,0,-1,0.41007996,0,-1,0.41007996,0,-1,0.41007996,0,-1,0.4751214,0,-1,0.4751214,0,-1,0.4751214,0,0,0.3741737,0,0,0.37417367,0,0,0.37417367,0,0,0.37417367,0,-1,0.47682875,0,-1,0.47682875,0,-1,0.47682875,0,-1,0.47177055,0,-1,0.47177055,0,-1,0.47177055,0
     129,  52.05%,0.35800438596491224,-1,0.406698,-1,-1,0.406698,-1,-1,0.406698,0,-1,0.39168575,0,-1,0.406698,-1,-1,0.406698,0,0,0.4415875,0,0,0.4415875,0,0,0.4415875,-1,0,0.4415875,-1,0,0.4415875,0,-1,0.406698,0,-1,0.406698,0,0,0.4415875,0,-1,0.39168575,0,0,0.4415875,0,-1,0.38443032,0,-1,0.38443032,-1,-1,0.38400707,-1,-1,0.38400707,-1,1,0.4412013,-1,1,0.4412013,-1,-1,0.3966579,-1,-1,0.3966579,-1,-1,0.40165392,-1,-1,0.40165392,-1,-1,0.38236108,-1,-1,0.38236108,-1,-1,0.39168575,0,-1,0.38001862,-1,-1,0.38001862,-1,-1,0.39168578,0,0,0.45192707,0,0,0.45192707,1,0,0.45192707,0,-1,0.39168575,0,0,0.4414833,0,0,0.4414833,0,0,0.4414833,0,0,0.4414833,0,0,0.4414833,0,0,0.4414833,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,-1,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,-1,0.3765415,0,0,0.44914255,0,0,0.44914255,0,0,0.44914255,0,0,0.44914255,0,0,0.44914255,0,0,0.44914255,0,-1,0.3943609,1,-1,0.3943609,1,-1,0.39436084,1,0,0.451927,0,0,0.451927,0,0,0.451927,0,0,0.451927,0,-1,0.40407607,0,-1,0.40407607,0,-1,0.40407607,0,-1,0.39493397,0,-1,0.39493397,0,-1,0.39493397,0
     130,   5.48%,0.03463203463203463,1,0.4312252,-1,1,0.4312252,-1,1,0.4312252,-1,1,0.4416668,0,1,0.4312252,-1,1,0.4312252,0,1,0.543782,-1,1,0.543782,-1,1,0.543782,0,1,0.543782,-1,1,0.543782,0,1,0.4312252,0,1,0.4312252,0,1,0.543782,0,1,0.4416668,0,1,0.543782,0,1,0.44719183,0,1,0.44719183,0,1,0.44468895,0,1,0.44468895,0,1,0.5351972,-1,1,0.5351972,-1,1,0.4401016,-1,1,0.4401016,-1,1,0.44013587,0,1,0.44013587,-1,1,0.44418785,-1,1,0.44418785,-1,1,0.4416668,0,1,0.4520845,0,1,0.45208448,-1,1,0.44166684,0,1,0.5341412,0,1,0.5341412,1,1,0.5341412,0,1,0.4416668,0,1,0.5340646,0,1,0.5340646,0,1,0.5340646,0,1,0.5340646,0,1,0.5340646,0,1,0.5340646,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.44978192,0,1,0.5341431,0,1,0.5341431,0,1,0.5341431,0,1,0.5341431,0,1,0.5341431,0,1,0.5341431,0,1,0.44136083,1,1,0.44136083,1,1,0.4413609,1,1,0.5341412,0,1,0.5341412,0,1,0.5341412,0,1,0.5341412,0,1,0.43321922,0,1,0.43321922,0,1,0.43321922,0,1,0.44251767,0,1,0.44251767,0,1,0.44251767,0
     131,   9.59%,0.06060606060606061,-1,0.48064095,0,-1,0.48064095,0,-1,0.48064095,1,-1,0.46254104,0,-1,0.48064095,0,-1,0.48064095,1,-1,0.41327876,0,-1,0.41327876,0,-1,0.41327876,0,-1,0.41327876,0,-1,0.41327876,1,-1,0.48064095,0,-1,0.48064095,0,-1,0.41327876,0,-1,0.46254104,0,-1,0.41327876,0,-1,0.45135647,0,-1,0.45135647,0,-1,0.45417696,0,-1,0.45417696,0,-1,0.43721232,0,-1,0.43721232,0,-1,0.46884763,0,-1,0.46884763,0,-1,0.4803044,0,-1,0.4803044,0,-1,0.43226826,0,-1,0.43226826,0,-1,0.46254104,0,-1,0.4562694,0,-1,0.45626935,0,-1,0.46254104,0,0,0.41060245,0,0,0.41060245,0,0,0.41060245,0,-1,0.46254104,0,-1,0.43341494,0,-1,0.43341494,0,-1,0.43341494,0,-1,0.43341494,0,-1,0.43341494,0,-1,0.43341494,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.43548518,0,-1,0.42605555,0,-1,0.42605555,0,-1,0.42605555,0,-1,0.42605555,0,-1,0.42605555,0,-1,0.42605555,0,-1,0.4707304,0,-1,0.4707304,0,-1,0.4707304,0,0,0.4106025,0,0,0.4106025,0,0,0.4106025,0,0,0.4106025,0,-1,0.48000458,0,-1,0.48000458,0,-1,0.48000458,0,-1,0.46667057,0,-1,0.46667057,0,-1,0.46667057,0
     132,   0.00%,0.0,1,0.41103125,0,1,0.41103125,0,1,0.41103125,0,1,0.41114178,0,1,0.41103125,0,1,0.41103125,0,1,0.5793585,0,1,0.5793585,0,1,0.5793585,0,1,0.5793585,0,1,0.5793585,0,1,0.41103125,0,1,0.41103125,0,1,0.5793585,0,1,0.41114178,0,1,0.5793585,0,1,0.4106078,0,1,0.4106078,-1,1,0.41437134,-1,1,0.41437134,-1,1,0.58202285,-1,1,0.58202285,-1,1,0.4113879,-1,1,0.4113879,-1,1,0.40859714,-1,1,0.40859714,-1,1,0.41505688,-1,1,0.41505688,-1,1,0.41114178,0,1,0.40909207,-1,1,0.40909207,-1,1,0.4111418,0,1,0.58455783,0,1,0.58455783,0,1,0.58455783,0,1,0.41114178,0,1,0.5919524,0,1,0.5919524,0,1,0.5919524,0,1,0.5919524,0,1,0.5919524,0,1,0.5919524,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.41707507,0,1,0.5881185,0,1,0.5881185,0,1,0.5881185,0,1,0.5881185,0,1,0.5881185,0,1,0.5881185,0,1,0.41194594,0,1,0.41194594,0,1,0.41194594,0,1,0.58455783,0,1,0.58455783,0,1,0.58455783,0,1,0.58455783,0,1,0.41137263,0,1,0.41137263,0,1,0.41137263,0,1,0.4108088,0,1,0.4108088,0,1,0.4108088,0
     133,  54.79%,0.3788034188034188,-1,0.5036045,0,-1,0.5036045,0,-1,0.5036045,0,-1,0.48700812,0,-1,0.5036045,0,-1,0.5036045,0,0,0.44605646,0,0,0.44605646,0,0,0.44605646,0,0,0.44605646,0,0,0.44605646,0,-1,0.5036045,-1,-1,0.5036045,-1,0,0.44605646,-1,-1,0.48700812,0,0,0.44605646,-1,-1,0.4835967,0,-1,0.4835967,0,-1,0.47850132,1,-1,0.47850132,1,0,0.44047898,0,0,0.44047898,0,-1,0.49419704,1,-1,0.49419704,1,-1,0.49911064,0,-1,0.49911064,0,-1,0.47734708,0,-1,0.47734708,0,-1,0.48700812,0,-1,0.47620684,0,-1,0.4762068,0,-1,0.4870081,0,0,0.45236015,0,0,0.45236015,1,0,0.45236015,0,-1,0.48700812,0,0,0.45752403,0,0,0.45752403,0,0,0.45752403,0,0,0.45752403,0,0,0.45752403,0,0,0.45752403,0,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,-1,0.4717229,-1,0,0.4433622,0,0,0.4433622,0,0,0.4433622,0,0,0.4433622,0,0,0.4433622,0,0,0.4433622,0,-1,0.48945782,-1,-1,0.48945782,-1,-1,0.4894578,-1,0,0.45236015,0,0,0.45236015,0,0,0.45236015,1,0,0.45236015,-1,-1,0.50058657,0,-1,0.50058657,0,-1,0.50058657,0,-1,0.4930685,0,-1,0.4930685,0,-1,0.4930685,0
     134,   1.37%,0.016260162601626018,-1,0.41986987,0,-1,0.41986987,0,-1,0.41986987,0,-1,0.42189828,0,-1,0.41986987,0,-1,0.41986987,0,1,0.4667729,0,1,0.4667729,0,1,0.4667729,0,1,0.4667729,0,1,0.4667729,0,-1,0.41986987,0,-1,0.41986987,0,1,0.4667729,0,-1,0.42189828,0,1,0.4667729,0,-1,0.42476398,0,-1,0.42476398,0,-1,0.42184177,0,-1,0.42184177,0,1,0.43181792,0,1,0.43181792,0,-1,0.42195696,0,-1,0.42195696,0,-1,0.41557378,0,-1,0.41557378,0,-1,0.42687973,0,-1,0.42687973,0,-1,0.42189828,0,-1,0.42260706,0,-1,0.42260706,0,-1,0.42189828,0,1,0.42438307,0,1,0.42438307,0,1,0.42438307,0,-1,0.42189828,0,1,0.4860961,0,1,0.4860961,0,1,0.4860961,1,1,0.4860961,0,1,0.4860961,0,1,0.4860961,0,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,-1,0.42392376,1,1,0.46040937,0,1,0.46040937,0,1,0.46040937,0,1,0.46040937,0,1,0.46040937,0,1,0.46040937,0,-1,0.41997898,0,-1,0.41997898,0,-1,0.41997898,0,1,0.42438307,0,1,0.42438307,0,1,0.42438307,0,1,0.42438307,0,-1,0.41830978,0,-1,0.41830978,0,-1,0.41830978,0,-1,0.42224482,0,-1,0.42224482,0,-1,0.42224482,0
